,Time,qo_sc[Sm3/d],qw_sc[Sm3/d],qg_sc[Sm3/d],qo_scnp[Sm3/d],qw_scnp[Sm3/d],qg_scnp[Sm3/d],Fo_lc[%],Fw_lc[%],Fg_lc[%],WLR[%],GVF[%],GLR[m3/m3],BSW[%],GOR[Sm3/Sm3],GOR1[Sm3/Sm3],mo_lc[kg/d],mw_lc[kg/d],mg_lc[kg/d],m_lc[kg/d],mo_sc[kg/d],mw_sc[kg/d],mg_sc[kg/d],Mu_o_lc[cP],Mu_l_lc[cP],Do_lc[g/cm3],Dw_lc[g/cm3],Dg_lc[g/cm3],Dm_lc[g/cm3],Dl_lc[g/cm3],bo[Sm3/m3],bw[Sm3/m3],bg[Sm3/m3],Z,Rst[Sm3/Sm3],Rwst[Sm3/Sm3],rgmp[Sm3/Sm3],N32[cps],N81[cps],N356[cps],NTotal[cps],DeadTime[s],SampleTime[s],DPV[mbar],PL[bara],TL[DegC],TAMB[DegC],Dyn_DP[mbar],OperatingPointLE[1/m],OperatingPointHE[1/m],OilPointLE[1/m],OilPointHE[1/m],WaterPointLE[1/m],WaterPointHE[1/m],GasPointLE[1/m],GasPointHE[1/m],qo_lc[m3/d],qw_lc[m3/d],qg_lc[m3/d]
0,0.0,0.4875026012162131,0.1373233209001309,0.6306823868526932,0.4875026012162131,0.1373233209001309,0.6293437886917046,0.4260851563039127,0.1509087048422434,0.5804407713498616,0.143623092733308,0.5642927794263102,0.1901350774590211,0.143831438868866,0.1466080556482636,0.1472192217509286,0.4861197270471463,0.1373196096289493,0.6296863045141545,0.4824976395417963,0.4874990146359409,0.1373201894607684,0.6307489103156783,0.6065948416585041,0.4248858447488581,0.6768707482992795,0.375,0.1976911976911974,0.3920618492033622,0.0274838709677425,0.7485029940119716,0.3333333333332575,0.1977401129943494,0.7905138339920939,0.1968861498540381,0.3068019434124029,0.0,0.6964436917866195,0.6071428571428612,0.5830670926517527,0.6285714285714334,0.631604459524965,0.0,0.5783036515699318,0.1985181956853345,0.5854007993364,0.6588150450477903,0.5691561156976889,0.3186441196413003,0.4767544013775169,0.6578947368421382,0.6595744680851112,0.4000000000000909,0.3571428571428896,0.2158266860043518,0.2157076629397334,0.4853718314204262,0.137336416070008,0.7351824087956025
1,0.0007892659826361,0.5114915951813914,0.1311360324086654,0.6145685289348839,0.5114915951813914,0.1311360324086654,0.6115971935617004,0.4479884065971982,0.1395930855427617,0.5601928374655643,0.1381963659517489,0.5321463897131515,0.1725438626847077,0.1383994085574345,0.1299293857260798,0.130538065003381,0.5100547973531845,0.1311321293971045,0.6117335227893759,0.4976345461176082,0.5114893449299736,0.1311329921616894,0.614608374058909,0.600718250081619,0.4198630136986301,0.6734693877550626,0.375,0.1981721981721973,0.4112564295571447,0.0255483870967729,0.7455089820359149,0.3333333333332575,0.1981046108984872,0.7913043478260846,0.197210509244242,0.3113746784795652,0.0,0.6858594411515639,0.5900621118012452,0.4984025559105447,0.605714285714285,0.6093068347067359,0.0,0.5895444135929333,0.1967748964916102,0.590264685921122,0.6607449391067638,0.5805834568535065,0.3020244401054278,0.459383162900751,0.6842105263157805,0.6808510638297776,0.4000000000000909,0.3571428571428896,0.1942530819434376,0.1941641668939189,0.5092522237901267,0.1311480708035004,0.7170414792603699
2,0.0015785319652722,0.6153668292908506,0.1263537781290912,0.6939367856356466,0.6153668292908506,0.1263537781290912,0.6882583574081718,0.5657580567248637,0.1811483558378133,0.4367768595041319,0.1362187545355375,0.4460929772502453,0.1316976387398923,0.1364153035763792,0.0952677897029633,0.0958277348929929,0.6138983664185277,0.1263500459192811,0.6880806645535029,0.6168314408037048,0.615379562235594,0.126351127352541,0.6939902258618413,0.5279138099902054,0.3691780821917811,0.6054421768707243,0.375,0.238576238576238,0.5381696148538453,0.023096774193549,0.6916167664670638,0.3333333333332575,0.2383816293056311,0.7557312252964437,0.237431073629581,0.3752500714489848,0.0,0.5482641828958492,0.4611801242236026,0.3418530351437709,0.442857142857143,0.4517692680562248,0.0,0.6987643550403073,0.2401394639354981,0.6427494155795188,0.6619130328793004,0.6691039474011079,0.350914847083654,0.5306368673202844,0.6578947368421382,0.6595744680851112,0.4000000000000909,0.3571428571428896,0.2025924583031182,0.2026179438232889,0.6130576614354515,0.1263648568019093,0.7762618690654675
3,0.0023677979479084,0.6667553007005942,0.1608778993651656,0.7906199331425023,0.6667553007005942,0.1608778993651656,0.7850598431696243,0.5883237871782485,0.1290708336148404,0.4216253443526163,0.1614890140502174,0.4186449060336308,0.1132182118097611,0.1617202661491543,0.0837754044511584,0.0842751885905981,0.6653355045492142,0.1608737238822179,0.7848125478194337,0.6746814005884909,0.6667498751872192,0.1608743698295539,0.7905956940958925,0.3911198171727061,0.2780821917808218,0.4829931972788586,0.25,0.2864357864357858,0.5521107765650484,0.0276129032258065,0.6062874251497021,0.166666666666515,0.2863131036996531,0.7209486166007792,0.285436263379824,0.4914261217490709,0.0,0.5723962743437738,0.4472049689440993,0.3482428115015992,0.4657142857142844,0.4614638875424148,0.0,0.7918781300069624,0.2954892133362383,0.7739612397255108,0.6637921402525113,0.7717844041635268,0.4273857651934968,0.6152089116913237,0.5789473684210975,0.5744680851063322,0.3000000000001819,0.2857142857142207,0.2514503263234235,0.2514316880283616,0.6647032946943252,0.1608944908512331,0.8515242378810595
4,0.0031570639305445,0.7199357210571341,0.0959316256206309,0.8626819064395379,0.7199357210571341,0.0959316256206309,0.8563763929013621,0.5971430543095715,0.1038490864693221,0.4165289256198345,0.1198159098463886,0.3911968348170127,0.1044514424796115,0.1199487108400332,0.0767534999736513,0.0771794398925099,0.7185819892473118,0.0959274742108933,0.8558858891682151,0.7158957501760976,0.7198938434453583,0.0959307088774487,0.8626601505745608,0.2843617368592883,0.1986301369863015,0.3809523809523512,0.125,0.3398268398268387,0.5585716974030861,0.0144516129032261,0.5284431137724539,0.166666666666515,0.3398942956077997,0.6774703557312165,0.3392799221537461,0.5907402114889964,0.0,0.5859441151566465,0.4440993788819938,0.4009584664536731,0.4914285714285711,0.494910324769755,0.0,0.8911994899713946,0.354325561124428,0.8660357439107156,0.6659759677402971,0.8688339971680067,0.413570019321652,0.6463670333017066,0.4605263157894796,0.4468085106382773,0.2000000000000454,0.1428571428571103,0.3001269035532994,0.3001090809926374,0.7181199618370764,0.0959327764518695,0.8972513743128439
5,0.0039463299131807,0.6583736040139656,0.1110732900229726,1.0,0.6583736040139656,0.1110732900229726,1.0,0.4321164860948174,0.1989276993311391,0.5676308539944888,0.1318594884615924,0.4871414441147372,0.1818412522637874,0.1320067461417613,0.1568620562454987,0.1571646863556129,0.6575165425971877,0.1110713101666431,0.9999999999999998,0.6507021426466107,0.6583414352155977,0.1110700418017825,1.0,0.1694417238001957,0.1189497716894978,0.2653061224489761,0.125,0.4184704184704184,0.4208537197340359,0.0113548387096766,0.4296407185628652,0.0,0.4182613449972656,0.6079051383399161,0.4177748945831978,0.7079165475850235,0.0,0.6380186282811167,0.5760869565217419,0.4824281150159706,0.5657142857142858,0.5642268540959776,0.0,1.0,0.4380039224231851,0.9507201568509162,0.668058221856558,1.0,0.4193308284859267,0.6323107378383761,0.3421052631579186,0.3404255319148888,0.099999999999909,0.0714285714284415,0.36620739666425,0.3662394327788387,0.6573335085323841,0.1110764717581543,0.9999999999999998
6,0.0047355958958168,0.2841742005595504,0.1696860410542697,0.717276858097964,0.2841742005595504,0.1696860410542697,0.7278167560874949,0.2077703402111655,0.1436004594195485,0.7994490358126729,0.1769475305607446,0.7987141444114698,0.4058898847631241,0.1772026614915441,0.3530098895114967,0.3535228460275225,0.2833824441687345,0.1696818422586951,0.7291507268553938,0.3640001398790047,0.2841658564784403,0.1696820854402524,0.7173424910844011,0.3516160626836435,0.2589041095890412,0.4557823129251233,0.125,0.2301587301587302,0.1774244134989336,0.0424516129032248,0.6212574850299291,0.166666666666515,0.2301804264625468,0.7881422924901074,0.2296464482646771,0.5064304086881961,0.0,0.878492802709566,0.8260869565217419,0.7795527156549511,0.8542857142857159,0.8453708191953453,0.0,0.6246927664857518,0.2444977119198084,0.8827388583063117,0.6701912626585814,0.6321721056946251,0.2728635299995411,0.3838540019444543,0.3157894736842195,0.3191489361702224,0.099999999999909,0.0,0.3539702683103707,0.3539678211071724,0.2832054570695673,0.1697056483691328,0.8193403298350825
7,0.005524861878453,0.2809891558186316,0.1495789837709656,0.5529555417659187,0.2809891558186316,0.1495789837709656,0.5589145687164672,0.228886895314333,0.1542498238570008,0.776859504132231,0.151762246536605,0.7707715133531146,0.3684696219907487,0.1519790684779594,0.3066363364893112,0.3072424058803383,0.280048076923077,0.1495750656398022,0.559815280358509,0.3220863952680931,0.2809864151141709,0.1495757328648891,0.5530048870690794,0.5298726738491677,0.3726027397260272,0.619047619047592,0.25,0.1630591630591622,0.1964151298456905,0.0277419354838706,0.736526946107773,0.166666666666515,0.1631128121013301,0.8387351778656154,0.1625040544923774,0.3535295798799653,0.0,0.8556308213378472,0.8043478260869605,0.7811501597444064,0.8285714285714292,0.8240426563257373,0.0,0.4830088332256792,0.1680104597951626,0.7144257597466255,0.6722735167748424,0.4838650911289052,0.1194118876591232,0.1798620140328684,0.4868421052631788,0.48936170212761,0.099999999999909,0.0714285714284415,0.2204496011602614,0.2204799563676029,0.2796976673769845,0.1495931284805091,0.6785607196401799
8,0.0063141278610891,0.2792954750398853,0.1384551540152656,0.4293092059170886,0.2792954750398853,0.1384551540152656,0.4317375154766818,0.2231315989234697,0.1939184819851557,0.776859504132231,0.1394178593667336,0.7457962413452002,0.3586762178311474,0.1396298863321319,0.2907393419873877,0.2914350449192507,0.2782645781637717,0.138451014987596,0.4322876817138483,0.2864672058669251,0.2792915889323909,0.1384519241394815,0.4293488310659095,0.6875612144955925,0.4824200913242009,0.7517006802721085,0.375,0.1176046176046172,0.1963367206122193,0.0318709677419359,0.8263473053892199,0.3333333333332575,0.1175505740841984,0.8687747035573068,0.1167693804735647,0.2292083452414974,0.0,0.8268416596104977,0.8027950310559007,0.7412140575079889,0.8000000000000043,0.7939893359185675,0.0,0.4107827429137061,0.1141860971889299,0.562401025563683,0.673898690719241,0.4051158053377276,0.1328707692464555,0.2039685607524802,0.6578947368421382,0.6595744680851112,0.3000000000001819,0.2142857142855518,0.1449419869470638,0.1449413689664576,0.2777609561297767,0.1384680787589499,0.567216391804098
9,0.0071033938437253,0.3915350643945524,0.1252308376355507,0.4668815181055707,0.3915350643945524,0.1252308376355507,0.4653322327692943,0.4052722379407908,0.0800268316458995,0.6112947658402206,0.1288593620517718,0.6246290801186944,0.2313504285335271,0.1290717124110525,0.1759779725623144,0.1766779952753554,0.390198511166253,0.1252274052367034,0.4656246584326156,0.3995693724927938,0.3915311243660825,0.125228538004565,0.466913221503104,0.792686908259876,0.5547945205479454,0.8333333333333144,0.5,0.1265031265031257,0.3526376866139757,0.032774193548386,0.8622754491017872,0.5,0.1264807727355563,0.8466403162055371,0.1255270840090818,0.1593312374964273,0.0,0.7743437764606256,0.650621118012424,0.5926517571884986,0.7057142857142864,0.6975278720310243,0.0,0.4392201931062252,0.11614730878187,0.4271925194178418,0.6755238646636398,0.4241613739307569,0.1645807099560037,0.2630401424371273,0.7763157894736992,0.7872340425531661,0.4000000000000909,0.3571428571428896,0.1167512690355332,0.1167166621216262,0.3893703688892189,0.1252451272871917,0.5982008995502248
