,Time,qo_lc[m3/d],qw_lc[m3/d],qg_lc[m3/d],qo_sc[Sm3/d],qw_sc[Sm3/d],qg_sc[Sm3/d],qo_scnp[Sm3/d],qw_scnp[Sm3/d],qg_scnp[Sm3/d],Fo_lc[%],Fw_lc[%],Fg_lc[%],WLR[%],GVF[%],GLR[m3/m3],BSW[%],GOR[Sm3/Sm3],GOR1[Sm3/Sm3],mo_lc[kg/d],mw_lc[kg/d],mg_lc[kg/d],m_lc[kg/d],mo_sc[kg/d],mw_sc[kg/d],mg_sc[kg/d],Mu_o_lc[cP],Mu_l_lc[cP],Do_lc[g/cm3],Dw_lc[g/cm3],Dg_lc[g/cm3],Dm_lc[g/cm3],Dl_lc[g/cm3],bo[Sm3/m3],bw[Sm3/m3],bg[Sm3/m3],Z,Rst[Sm3/Sm3],Rwst[Sm3/Sm3],rgmp[Sm3/Sm3],N32[cps],N81[cps],N356[cps],NTotal[cps],DeadTime[s],SampleTime[s],DPV[mbar],PL[bara],TL[DegC],TAMB[DegC],Dyn_DP[mbar],OperatingPointLE[1/m],OperatingPointHE[1/m],OilPointLE[1/m],OilPointHE[1/m],WaterPointLE[1/m],WaterPointHE[1/m],GasPointLE[1/m],GasPointHE[1/m]
235,235,53.571,0.29623,3005.4,53.163,0.2981,72056.0,53.163,0.2981,71374.0,2.6722,0.052927,97.275,0.55954,98.251,60.246,0.56732,1461.5,1448.7,47412.0,386.46,54062,103200.0,46780.0,386.47,54606,129.4,130.17,0.88436,1.3046,0.017996,0.041828,0.88682,0.99239,1.0063,23.747,0.94403,12.813,0.026656,0.0,44371.0,21973.0,32593.0,114560.0,0.071394,1.0,1002.6,21.298,-2.4551,21.084,994.73,1.1056,0.69781,23.567,14.78,171.0,25.096,0.48755,0.32413
236,236,90.697,0.60288,3247.3,89.987,0.60671,79344.0,89.987,0.60671,78174.0,4.4603,-0.017897,95.558,0.70625,97.271,36.071,0.7162,894.36,881.37,80278.0,786.54,59190,141430.0,79184.0,786.56,60129,129.65,130.61,0.88436,1.3046,0.018242,0.056643,0.8874,0.99218,1.0063,24.072,0.94319,12.995,0.026723,0.0,44028.0,21823.0,32486.0,113910.0,0.071004,1.0,1144.0,21.556,-2.636,21.095,1130.4,1.2864,0.80753,23.57,14.782,171.01,25.096,0.48805,0.32446
237,237,112.52,0.16504,3561.2,111.58,0.16609,88890.0,111.58,0.16609,87410.0,5.2274,0.013577,94.759,0.15482,96.939,31.959,0.15711,805.18,791.92,99584.0,215.32,66164,171190.0,98181.0,215.33,67363,127.03,127.26,0.88411,1.3046,0.018599,0.064017,0.88487,0.99162,1.0063,24.542,0.94213,13.259,0.027313,0.0,43753.0,21743.0,32405.0,113390.0,0.070669,1.0,1355.1,21.957,-2.5726,21.1,1338.2,1.5648,0.99382,23.569,14.781,171.01,25.097,0.49526,0.32925
238,238,130.52,-0.47369,3623.6,129.37,-0.47665,91112.0,129.37,-0.47665,89387.0,5.6408,-0.060539,94.42,-0.36826,96.536,27.935,-0.37391,705.97,692.64,115480.0,-617.94,67647,180450.0,113840.0,-617.96,69047,123.32,123.32,0.8838,1.3045,0.018694,0.066715,0.88381,0.99119,1.0063,24.668,0.94202,13.33,0.028,0.0,43789.0,21722.0,32465.0,113480.0,0.070781,1.0,1419.6,22.096,-2.2158,21.117,1416.8,1.7045,1.1042,23.562,14.777,171.01,25.097,0.5027,0.3342
239,239,115.49,-0.57849,3837.8,114.41,-0.5821,97561.0,114.41,-0.5821,96014.0,4.1899,0.10336,95.707,-0.45932,97.083,34.113,-0.46655,872.09,858.57,102150.0,-754.64,72670,169120.0,100670.0,-754.66,73934,119.77,119.86,0.88348,1.3045,0.018957,0.05651,0.88377,0.9906,1.0062,25.014,0.94135,13.525,0.028764,0.0,43841.0,21820.0,32436.0,113650.0,0.070889,1.0,1575.0,22.411,-1.9653,21.126,1564.4,1.7039,1.1035,23.553,14.772,171.0,25.095,0.50689,0.33699
240,240,74.26,0.80435,3701.6,73.589,0.80933,91998.0,73.589,0.80933,91019.0,3.1013,-0.029986,96.929,1.0966,98.011,53.03,1.1133,1342.7,1329.4,65684.0,1049.2,68924,135760.0,64755.0,1049.3,69719,120.71,122.09,0.88359,1.3044,0.01863,0.045072,0.88826,0.991,1.0062,24.583,0.94239,13.283,0.028442,0.0,44404.0,21939.0,32587.0,114560.0,0.071432,1.0,1391.0,22.056,-1.871,21.141,1404.2,1.4601,0.89425,23.548,14.768,170.99,25.094,0.50873,0.33821
241,241,76.502,-0.013014,3625.4,75.838,-0.013095,89293.0,75.838,-0.013095,88295.0,3.2239,-0.02466,96.801,-0.035786,97.935,47.67,-0.036209,1183.7,1170.5,67675.0,-16.976,66863,133990.0,66733.0,-16.977,67668,122.45,122.88,0.88375,1.3045,0.018451,0.046029,0.88522,0.99133,1.0062,24.347,0.94288,13.15,0.028046,0.0,44364.0,21926.0,32601.0,114500.0,0.071401,1.0,1291.6,21.849,-1.9626,21.17,1309.2,1.2317,0.79908,23.55,14.77,170.99,25.094,0.50319,0.33452
242,242,52.599,-0.1256,3206.6,52.187,-0.12638,76657.0,52.187,-0.12638,75990.0,2.336,0.048152,97.616,-0.2236,98.398,64.16,-0.22682,1541.3,1528.6,46542.0,-163.85,57559,102070.0,45921.0,-163.85,58093,126.46,126.57,0.88413,1.3045,0.017956,0.038809,0.88448,0.99217,1.0062,23.694,0.94432,12.784,0.027122,0.0,44481.0,21996.0,32687.0,114820.0,0.071581,1.0,1073.5,21.284,-2.1071,21.204,1085.6,1.1728,0.75579,23.557,14.774,170.99,25.094,0.49437,0.32866
243,243,57.305,0.053009,3088.4,56.883,0.05334,72968.0,56.883,0.05334,72251.0,3.0501,-0.05859,97.009,0.14842,98.181,55.411,0.15045,1321.2,1308.5,50717.0,69.15,54725,107400.0,50054.0,69.152,55297,129.15,129.5,0.88437,1.3045,0.017728,0.043408,0.88547,0.99262,1.0062,23.394,0.94494,12.615,0.026573,0.0,44501.0,21954.0,32641.0,114720.0,0.07154,1.0,986.3,21.016,-2.259,21.247,990.35,1.0901,0.70208,23.566,14.78,170.99,25.094,0.48368,0.32156
244,244,73.657,0.08107,3104.7,73.117,0.081582,73795.0,73.117,0.081582,72869.0,3.6189,0.056218,96.325,0.083034,97.691,43.181,0.084163,1033.2,1020.5,65199.0,105.76,55183,122510.0,64339.0,105.77,55924,130.53,130.81,0.88447,1.3046,0.017783,0.049871,0.88536,0.99269,1.0063,23.465,0.94469,12.655,0.026378,0.0,44121.0,21886.0,32575.0,114200.0,0.071256,1.0,1047.3,21.061,-2.4418,21.287,1032.7,1.1884,0.75818,23.571,14.783,171.0,25.095,0.47914,0.31854
245,245,111.36,-0.18033,3412.1,110.5,-0.18148,82927.0,110.5,-0.18148,81502.0,5.3545,-0.051396,94.697,-0.13442,96.852,30.955,-0.13638,756.71,743.82,98575.0,-235.27,61694,161920.0,97235.0,-235.27,62844,129.61,129.76,0.88437,1.3046,0.018099,0.063822,0.88484,0.99231,1.0063,23.882,0.94368,12.889,0.026668,0.0,43857.0,21747.0,32427.0,113580.0,0.070848,1.0,1255.2,21.404,-2.5416,21.326,1234.1,1.4446,0.93028,23.573,14.784,171.0,25.096,0.48276,0.32094
246,246,119.44,-0.39354,3686.0,118.45,-0.39602,90789.0,118.45,-0.39602,89241.0,5.1658,0.016749,94.817,-0.32515,96.869,31.056,-0.32993,768.78,755.71,105700.0,-513.4,67543,175200.0,104230.0,-513.42,68802,125.96,125.97,0.88405,1.3046,0.018347,0.063283,0.88408,0.99176,1.0063,24.21,0.94304,13.073,0.027387,0.0,43759.0,21750.0,32347.0,113360.0,0.070768,1.0,1429.1,21.703,-2.2972,21.365,1423.4,1.6682,1.075,23.568,14.781,171.0,25.096,0.4908,0.32629
247,247,130.73,0.31816,3804.9,129.59,0.32014,94592.0,129.59,0.32014,92883.0,5.4649,0.0039877,94.531,0.24651,96.673,29.122,0.2502,731.83,718.64,115670.0,415.03,70285,188410.0,114040.0,415.05,71684,122.4,122.71,0.88375,1.3045,0.018497,0.065832,0.88479,0.99129,1.0062,24.407,0.94273,13.184,0.028076,0.0,43704.0,21733.0,32368.0,113360.0,0.070757,1.0,1568.9,21.898,-1.9855,21.397,1535.2,1.7245,1.0897,23.56,14.776,171.0,25.095,0.49604,0.32977
248,248,83.362,0.055177,3861.7,82.593,0.05552,95728.0,82.593,0.05552,94625.0,2.9673,0.001889,97.031,0.030352,97.924,54.766,0.030862,1355.6,1342.3,73736.0,71.977,71642,139460.0,72678.0,71.979,72545,120.34,120.43,0.88356,1.3044,0.01855,0.044236,0.88391,0.99104,1.0062,24.478,0.94268,13.224,0.028474,0.0,44382.0,21946.0,32621.0,114540.0,0.071401,1.0,1505.7,21.976,-1.7748,21.427,1545.8,1.5874,1.0112,23.552,14.771,170.99,25.094,0.50177,0.33358
249,249,66.134,0.25679,3502.8,65.6,0.25838,84083.0,65.6,0.25838,83241.0,2.6591,0.031126,97.31,0.38103,98.155,55.0,0.38647,1332.4,1319.6,58516.0,334.97,63041,118260.0,57725.0,334.98,63721,124.9,125.4,0.884,1.3044,0.018,0.041427,0.88566,0.99198,1.0062,23.752,0.94426,12.817,0.027407,0.0,44427.0,21972.0,32653.0,114690.0,0.071523,1.0,1230.0,21.347,-1.9586,21.447,1249.2,1.2444,0.78899,23.553,14.772,170.98,25.093,0.49631,0.32995
250,250,62.407,0.055339,3214.6,61.948,0.055682,75623.0,61.948,0.055682,74845.0,3.1561,-0.034032,96.878,0.094199,98.099,52.899,0.095491,1254.0,1241.5,55233.0,72.188,56687,114860.0,54511.0,72.19,57309,128.75,128.98,0.88434,1.3045,0.017643,0.044559,0.8851,0.99266,1.0062,23.281,0.94525,12.552,0.026597,0.0,44425.0,21945.0,32620.0,114610.0,0.071478,1.0,1063.6,20.93,-2.1614,21.466,1069.4,1.133,0.72889,23.563,14.778,170.99,25.094,0.4831,0.32117
251,251,62.071,-0.17683,3105.9,61.638,-0.17793,72478.0,61.638,-0.17793,71711.0,3.1289,-0.021066,96.892,-0.25338,98.051,51.746,-0.25679,1212.7,1200.3,54947.0,-230.68,54313,109710.0,54238.0,-230.68,54926,131.32,131.4,0.88456,1.3045,0.017497,0.044355,0.88483,0.99302,1.0063,23.088,0.94561,12.444,0.026119,0.0,44407.0,21944.0,32585.0,114600.0,0.071449,1.0,1003.4,20.749,-2.3452,21.484,1003.2,1.1339,0.73382,23.571,14.783,170.99,25.095,0.47548,0.3161
252,252,78.677,0.19427,3227.0,78.119,0.19551,76314.0,78.119,0.19551,75331.0,3.678,0.063193,96.259,0.22527,97.617,41.332,0.22828,986.23,973.64,69655.0,253.46,57044,126360.0,68741.0,253.46,57833,132.08,132.5,0.8846,1.3046,0.01769,0.050389,0.8859,0.99291,1.0063,23.343,0.94493,12.587,0.026091,0.0,44092.0,21879.0,32546.0,114090.0,0.07117,1.0,1095.6,20.948,-2.5482,21.507,1083.2,1.2501,0.79178,23.576,14.786,171.0,25.095,0.47443,0.31541
253,253,110.09,0.81871,3495.4,109.27,0.8239,84333.0,109.27,0.8239,82933.0,5.3078,-0.0036987,94.696,0.73314,96.933,32.04,0.74325,783.73,770.93,97475.0,1068.1,62776,165790.0,96156.0,1068.2,63909,131.28,132.27,0.88451,1.3046,0.017977,0.063923,0.88762,0.99257,1.0063,23.722,0.944,12.799,0.026346,0.0,43786.0,21748.0,32420.0,113450.0,0.070708,1.0,1300.9,21.26,-2.644,21.529,1280.3,1.5028,0.9349,23.576,14.786,171.01,25.097,0.47957,0.31882
254,254,131.44,-0.27633,3680.7,130.39,-0.27806,90169.0,130.39,-0.27806,88477.0,5.6553,-0.02688,94.372,-0.20918,96.559,28.114,-0.21224,692.81,679.83,116340.0,-360.48,66955,180690.0,114740.0,-360.49,68332,127.36,127.46,0.88418,1.3046,0.018217,0.066844,0.88453,0.992,1.0063,24.038,0.9434,12.976,0.027093,0.0,43730.0,21717.0,32427.0,113370.0,0.070708,1.0,1436.0,21.551,-2.3702,21.535,1431.8,1.7051,1.099,23.572,14.783,171.01,25.097,0.4873,0.32396
255,255,140.66,-0.89685,3890.4,139.41,-0.90244,97334.0,139.41,-0.90244,95482.0,5.8554,-0.053887,94.198,-0.63188,96.542,28.187,-0.64156,705.65,692.4,124460.0,-1169.9,72241,198520.0,122670.0,-1170.0,73762,122.55,122.55,0.88375,1.3045,0.018592,0.068556,0.88375,0.99121,1.0062,24.534,0.94241,13.255,0.0281,0.0,43720.0,21703.0,32399.0,113310.0,0.070644,1.0,1638.3,21.997,-2.0594,21.543,1611.2,1.744,1.1403,23.563,14.778,171.0,25.096,0.49401,0.32842
256,256,67.563,-0.55066,3730.1,66.979,-0.55406,90720.0,66.979,-0.55406,89843.0,2.3812,-0.0069403,97.626,-0.87805,98.266,61.473,-0.89103,1483.9,1470.9,59770.0,-718.29,68037,120580.0,58938.0,-718.31,68750,122.65,122.65,0.88379,1.3044,0.018233,0.038752,0.88379,0.99155,1.0062,24.06,0.9436,12.989,0.027909,0.0,44565.0,22001.0,32663.0,114870.0,0.07161,1.0,1374.5,21.616,-1.8464,21.541,1419.0,1.5081,0.99735,23.554,14.772,170.99,25.094,0.4998,0.33227
257,257,67.382,0.14184,3475.7,66.858,0.14272,82855.0,66.858,0.14272,82004.0,3.0365,0.0028979,96.961,0.23384,98.095,51.859,0.237,1248.8,1236.0,59627.0,185.02,62105,122460.0,58831.0,185.03,62790,126.4,126.89,0.88414,1.3045,0.017879,0.04422,0.88571,0.99224,1.0062,23.592,0.94458,12.727,0.027094,0.0,44382.0,21944.0,32630.0,114630.0,0.071496,1.0,1186.1,21.202,-2.0514,21.549,1196.6,1.1778,0.74982,23.558,14.774,170.98,25.093,0.49078,0.32627
258,258,54.665,0.085218,3154.1,54.274,0.085749,73714.0,54.274,0.085749,73036.0,2.4813,0.039072,97.48,0.16618,98.301,59.028,0.16841,1391.0,1378.5,48385.0,111.17,55321,101770.0,47758.0,111.17,55862,130.0,130.24,0.88445,1.3045,0.017547,0.03956,0.88521,0.99286,1.0062,23.154,0.94551,12.481,0.02635,0.0,44468.0,21989.0,32690.0,114800.0,0.071605,1.0,1025.8,20.815,-2.2361,21.541,1033.8,1.1334,0.72572,23.567,14.78,170.99,25.094,0.47999,0.3191
259,259,69.732,0.57524,3146.0,69.245,0.57886,73692.0,69.245,0.57886,72827.0,3.5357,-0.0034459,96.468,0.75794,97.819,45.859,0.76797,1088.6,1076.1,61731.0,750.44,55155,118170.0,60932.0,750.46,55845,131.69,132.73,0.88458,1.3046,0.017542,0.048153,0.88782,0.99301,1.0063,23.147,0.94544,12.477,0.026082,0.0,44264.0,21905.0,32588.0,114360.0,0.071368,1.0,1025.0,20.794,-2.4133,21.538,1020.6,1.1724,0.73091,23.574,14.784,170.99,25.095,0.47407,0.31516
260,260,79.466,0.42217,3280.2,78.902,0.42484,77775.0,78.902,0.42484,76779.0,3.8384,0.076656,96.085,0.53799,97.623,41.468,0.54522,995.51,982.89,70357.0,550.77,58140,131670.0,69430.0,550.79,58940,132.51,133.24,0.88462,1.3046,0.017736,0.051998,0.88691,0.9929,1.0063,23.404,0.94475,12.62,0.026044,0.0,44020.0,21864.0,32523.0,113960.0,0.071108,1.0,1125.8,20.993,-2.6224,21.536,1113.8,1.3389,0.84363,23.577,14.786,171.0,25.096,0.47531,0.31599
261,261,116.37,0.91128,3566.1,115.49,0.91705,86354.0,115.49,0.91705,84870.0,5.6231,-0.020093,94.397,0.76814,96.819,30.655,0.77882,753.18,740.34,103020.0,1188.9,64239,172420.0,101620.0,1188.9,65441,130.66,131.69,0.88446,1.3046,0.018033,0.066493,0.8877,0.99247,1.0063,23.795,0.94385,12.84,0.026469,0.0,43727.0,21718.0,32402.0,113370.0,0.070729,1.0,1330.6,21.324,-2.6127,21.525,1309.6,1.5567,0.96494,23.576,14.786,171.01,25.097,0.48102,0.31979
262,262,125.96,0.29615,3733.2,124.94,0.29801,91390.0,124.94,0.29801,89768.0,5.4246,0.014134,94.561,0.23226,96.729,29.657,0.23558,733.53,720.55,111490.0,386.35,67937,179610.0,109940.0,386.36,69258,126.32,126.65,0.8841,1.3045,0.018222,0.065374,0.88514,0.99191,1.0063,24.045,0.94344,12.981,0.027269,0.0,43698.0,21732.0,32362.0,113320.0,0.070715,1.0,1448.5,21.567,-2.2593,21.516,1441.7,1.7421,1.0994,23.57,14.782,171.01,25.097,0.48836,0.32466
263,263,130.65,0.44586,3962.4,129.46,0.44862,99603.0,129.46,0.44862,97874.0,4.8573,0.035465,95.107,0.35589,96.801,31.092,0.36141,791.13,777.78,115590.0,581.6,74060,184150.0,113920.0,581.62,75482,120.71,121.14,0.88358,1.3045,0.018713,0.06118,0.88508,0.99092,1.0062,24.694,0.94211,13.345,0.028485,0.0,43801.0,21772.0,32403.0,113490.0,0.070784,1.0,1674.5,22.145,-1.9214,21.512,1668.5,1.7804,1.1199,23.56,14.776,170.99,25.095,0.49606,0.32978
264,264,55.98,0.4376,3694.3,55.512,0.4403,89187.0,55.512,0.4403,88469.0,2.12,0.053683,97.826,0.73503,98.498,71.392,0.74566,1746.5,1733.5,49525.0,570.81,67007,116590.0,48848.0,570.82,67588,122.92,123.87,0.88382,1.3044,0.018142,0.037185,0.88701,0.99167,1.0062,23.94,0.94389,12.922,0.027815,0.0,44511.0,22018.0,32615.0,114810.0,0.071574,1.0,1324.2,21.518,-1.8224,21.508,1348.9,1.4561,0.90634,23.552,14.771,170.98,25.094,0.49955,0.33211
265,265,55.255,1.1135,3369.9,54.827,1.1204,79966.0,54.827,1.1204,79271.0,2.4771,0.057418,97.465,2.0019,98.357,60.095,2.0293,1466.2,1453.5,48895.0,1452.5,60041,110330.0,48245.0,1452.5,60601,126.31,128.97,0.88413,1.3045,0.017824,0.040021,0.89264,0.99228,1.0062,23.52,0.94477,12.686,0.027082,0.0,44418.0,21987.0,32616.0,114670.0,0.071502,1.0,1151.2,21.145,-2.007,21.51,1164.5,1.1314,0.68342,23.558,14.775,170.98,25.093,0.48902,0.3251
266,266,59.01,0.70448,3205.7,58.583,0.70886,75085.0,58.583,0.70886,74353.0,2.9163,-0.011115,97.095,1.1476,98.176,54.358,1.1629,1296.5,1284.0,52228.0,918.98,56316,109020.0,51550.0,919.0,56902,129.2,130.73,0.88439,1.3045,0.017575,0.04271,0.88923,0.99277,1.0062,23.191,0.94546,12.502,0.026491,0.0,44450.0,21961.0,32635.0,114670.0,0.071487,1.0,1036.0,20.853,-2.1674,21.508,1043.4,1.1471,0.71493,23.566,14.78,170.99,25.094,0.47999,0.3191
267,267,68.979,-0.043417,3105.1,68.495,-0.043693,72592.0,68.495,-0.043693,71738.0,3.6311,-0.038777,96.408,0.023461,97.832,46.539,0.023708,1095.6,1083.2,61061.0,-56.644,54330,117860.0,60272.0,-56.646,55012,131.1,131.43,0.88454,1.3045,0.017508,0.048491,0.8856,0.993,1.0063,23.103,0.94559,12.452,0.026159,0.0,44314.0,21904.0,32596.0,114410.0,0.071377,1.0,1004.5,20.763,-2.3287,21.514,998.22,1.1578,0.74569,23.572,14.784,170.99,25.094,0.4741,0.31518
268,268,93.094,-0.061107,3257.8,92.418,-0.061493,77547.0,92.418,-0.061493,76378.0,4.5654,0.00074225,95.434,-0.042753,97.231,35.709,-0.043358,855.19,842.55,82414.0,-79.721,57828,143320.0,81323.0,-79.723,58767,131.1,131.22,0.88451,1.3046,0.017765,0.057345,0.88488,0.99276,1.0063,23.442,0.94472,12.642,0.026279,0.0,43969.0,21811.0,32474.0,113810.0,0.071013,1.0,1142.1,21.037,-2.4921,21.509,1127.0,1.3343,0.85715,23.575,14.785,171.0,25.095,0.47498,0.31577
269,269,116.68,0.13153,3561.6,115.77,0.13235,86628.0,115.77,0.13235,85135.0,5.2523,0.02315,94.725,0.1156,96.826,30.72,0.11727,753.75,740.85,103290.0,171.59,64438,169550.0,101870.0,171.59,65649,128.68,128.92,0.88429,1.3046,0.018111,0.063903,0.88505,0.99222,1.0063,23.899,0.94368,12.898,0.026826,0.0,43734.0,21744.0,32395.0,113390.0,0.070748,1.0,1357.8,21.426,-2.449,21.507,1341.7,1.5922,1.013,23.573,14.784,171.0,25.096,0.48235,0.32067
270,270,120.4,0.079274,3709.5,119.41,0.079766,90819.0,119.41,0.079766,89268.0,5.1274,-0.010372,94.883,0.070365,96.854,30.82,0.071393,761.39,748.4,106550.0,103.41,67562,174470.0,105080.0,103.41,68825,125.02,125.18,0.88399,1.3045,0.018237,0.062493,0.88454,0.99177,1.0062,24.065,0.94346,12.992,0.027498,0.0,43836.0,21762.0,32432.0,113510.0,0.070798,1.0,1443.8,21.596,-2.1223,21.52,1435.2,1.7034,1.0798,23.567,14.78,171.0,25.096,0.48972,0.32557
271,271,122.25,-0.43124,3888.1,121.15,-0.43391,96999.0,121.15,-0.43391,95393.0,4.6782,0.003805,95.318,-0.32584,96.957,34.318,-0.33088,860.05,846.79,108150.0,-562.53,72193,175360.0,106610.0,-562.54,73508,120.72,120.74,0.88359,1.3044,0.018592,0.05911,0.88367,0.99104,1.0062,24.533,0.94251,13.255,0.028421,0.0,43915.0,21792.0,32467.0,113720.0,0.070944,1.0,1587.6,22.016,-1.8495,21.535,1589.6,1.6769,1.0831,23.558,14.774,170.99,25.094,0.49572,0.32956
272,272,75.258,-0.11057,3661.8,74.624,-0.11125,88810.0,74.624,-0.11125,87843.0,3.2434,-0.012243,96.769,-0.15586,97.987,52.748,-0.15813,1286.1,1273.2,66581.0,-144.23,66518,135300.0,65665.0,-144.23,67303,122.68,122.75,0.8838,1.3044,0.018177,0.046096,0.88403,0.99161,1.0062,23.985,0.94379,12.948,0.027873,0.0,44350.0,21930.0,32603.0,114480.0,0.071377,1.0,1350.0,21.556,-1.8162,21.565,1353.5,1.4159,0.91031,23.552,14.771,170.98,25.093,0.49748,0.33073
273,273,73.645,-0.10411,3542.3,73.048,-0.10476,85079.0,73.048,-0.10476,84141.0,2.9979,-0.012312,97.014,-0.22692,97.984,50.367,-0.23006,1212.3,1199.5,65160.0,-135.81,63718,124100.0,64278.0,-135.81,64475,124.6,124.77,0.88398,1.3044,0.017991,0.043792,0.88452,0.99197,1.0062,23.74,0.9443,12.81,0.027452,0.0,44415.0,21951.0,32610.0,114600.0,0.071485,1.0,1230.2,21.34,-1.9194,21.585,1255.4,1.2327,0.79947,23.556,14.773,170.98,25.093,0.49119,0.32655
274,274,49.793,0.20101,3195.3,49.43,0.20226,74696.0,49.43,0.20226,74079.0,2.1911,0.06441,97.744,0.41036,98.461,64.621,0.41586,1528.1,1515.6,44068.0,262.22,56113,97972.0,43496.0,262.22,56607,128.48,129.09,0.88433,1.3045,0.017568,0.037389,0.88628,0.99271,1.0062,23.182,0.94551,12.497,0.026602,0.0,44491.0,22010.0,32647.0,114820.0,0.071625,1.0,1042.1,20.852,-2.0847,21.61,1050.9,1.1549,0.72916,23.563,14.778,170.98,25.093,0.48264,0.32086
275,275,49.144,1.2283,3032.4,48.805,1.236,70205.0,48.805,1.236,69601.0,2.6003,0.061005,97.339,2.4456,98.367,60.526,2.477,1446.5,1434.1,43502.0,1602.4,52721,100330.0,42945.0,1602.4,53203,131.08,134.44,0.88455,1.3045,0.017394,0.040729,0.8949,0.9931,1.0062,22.953,0.94597,12.368,0.026107,0.0,44398.0,21975.0,32678.0,114700.0,0.071557,1.0,982.78,20.643,-2.2545,21.639,984.79,1.1211,0.66961,23.571,14.783,170.99,25.094,0.47346,0.31476
276,276,82.241,1.4676,3257.4,81.66,1.4768,76740.0,81.66,1.4768,75716.0,4.2123,0.026556,95.761,1.7958,97.501,39.48,1.8195,953.64,941.11,72810.0,1914.5,57333,135230.0,71857.0,1914.6,58155,131.68,134.13,0.88457,1.3046,0.017613,0.054474,0.89214,0.99295,1.0063,23.242,0.9452,12.53,0.026117,0.0,44023.0,21842.0,32480.0,113910.0,0.071,1.0,1121.4,20.87,-2.4578,21.655,1100.6,1.2627,0.76768,23.575,14.786,170.99,25.095,0.47178,0.31364
277,277,111.46,0.6748,3580.0,110.62,0.67905,86158.0,110.62,0.67905,84745.0,5.1054,0.049902,94.845,0.59502,96.963,31.961,0.60326,779.43,766.66,98675.0,880.33,64147,165920.0,97342.0,880.36,65293,130.15,130.94,0.88443,1.3046,0.017935,0.062815,0.88694,0.99251,1.0063,23.666,0.9442,12.768,0.026509,0.0,43726.0,21756.0,32371.0,113350.0,0.070645,1.0,1337.6,21.226,-2.4968,21.672,1319.3,1.5395,0.95922,23.575,14.785,171.0,25.096,0.47773,0.3176
278,278,124.16,1.0333,3769.9,123.17,1.0398,91665.0,123.17,1.0398,90076.0,5.3528,-0.00073568,94.648,0.83444,96.788,30.317,0.8463,749.18,736.29,109890.0,1348.0,68170,178680.0,108380.0,1348.1,69466,126.36,127.44,0.88411,1.3045,0.018107,0.064453,0.88763,0.99202,1.0062,23.893,0.94382,12.895,0.027209,0.0,43758.0,21742.0,32414.0,113430.0,0.070726,1.0,1466.7,21.445,-2.1913,21.681,1458.2,1.7301,1.0699,23.57,14.782,171.0,25.096,0.48541,0.3227
279,279,132.9,-0.093114,3959.4,131.71,-0.093683,98664.0,131.71,-0.093683,96919.0,5.1155,-0.037443,94.922,-0.10194,96.756,32.001,-0.10361,801.04,787.81,117580.0,-121.45,73334,186980.0,115900.0,-121.46,74770,121.2,121.37,0.88364,1.3044,0.018548,0.062321,0.88421,0.99112,1.0062,24.475,0.94263,13.222,0.028317,0.0,43880.0,21765.0,32400.0,113600.0,0.07086,1.0,1673.7,21.965,-1.8757,21.686,1675.3,1.7415,1.119,23.56,14.776,170.99,25.095,0.49273,0.32757
280,280,63.055,-0.22788,3686.0,62.555,-0.22928,87875.0,62.555,-0.22928,87077.0,2.57,0.020562,97.409,-0.40494,98.32,63.323,-0.41076,1514.7,1502.0,55796.0,-297.25,65948,120350.0,55045.0,-297.25,66594,124.62,124.62,0.88399,1.3044,0.017899,0.040423,0.88399,0.99205,1.0062,23.619,0.94461,12.742,0.027403,0.0,44473.0,21984.0,32672.0,114760.0,0.071569,1.0,1311.7,21.242,-1.8631,21.684,1334.1,1.4286,0.92541,23.555,14.773,170.98,25.093,0.49439,0.32867
281,281,73.234,-0.69778,3380.4,72.704,-0.70211,79094.0,72.704,-0.70211,78188.0,3.3553,-0.0684,96.713,-0.98541,97.901,46.736,-0.99886,1090.5,1078.0,64819.0,-910.23,59212,121450.0,63976.0,-910.25,59940,128.69,128.69,0.88435,1.3045,0.017527,0.04573,0.88437,0.99277,1.0062,23.128,0.94564,12.467,0.026549,0.0,44444.0,21933.0,32648.0,114680.0,0.0715,1.0,1120.9,20.807,-2.081,21.689,1131.8,1.1354,0.75506,23.563,14.777,170.98,25.093,0.48189,0.32036
282,282,59.371,-1.0269,3142.0,58.967,-1.0333,72605.0,58.967,-1.0333,71878.0,2.8822,-0.041723,97.16,-1.7313,98.178,54.631,-1.7544,1249.8,1237.5,52559.0,-1339.6,54441,106220.0,51888.0,-1339.6,55022,131.54,131.54,0.88459,1.3045,0.017336,0.041795,0.88459,0.99319,1.0062,22.876,0.94614,12.326,0.026008,0.0,44529.0,21972.0,32694.0,114840.0,0.071583,1.0,1024.6,20.577,-2.2665,21.695,1030.5,1.1043,0.75443,23.571,14.783,170.99,25.094,0.47254,0.31415
