Date Time qo_lc[m3/d] qw_lc[m3/d] qg_lc[m3/d] qo_sc[Sm3/d] qw_sc[Sm3/d] qg_sc[Sm3/d] qo_scnp[Sm3/d] qw_scnp[Sm3/d] qg_scnp[Sm3/d] Fo_lc[%] Fw_lc[%] Fg_lc[%] WLR[%] GVF[%] GLR[m3/m3] BSW[%] GOR[Sm3/Sm3] GOR1[Sm3/Sm3] mo_lc[kg/d] mw_lc[kg/d] mg_lc[kg/d] m_lc[kg/d] mo_sc[kg/d] mw_sc[kg/d] mg_sc[kg/d] Mu_o_lc[cP] Mu_l_lc[cP] Do_lc[g/cm3] Dw_lc[g/cm3] Dg_lc[g/cm3] Dm_lc[g/cm3] Dl_lc[g/cm3] bo[Sm3/m3] bw[Sm3/m3] bg[Sm3/m3] Z Rst[Sm3/Sm3] Rwst[Sm3/Sm3] rgmp[Sm3/Sm3] N32[cps] N81[cps] N356[cps] NTotal[cps] DeadTime[s] SampleTime[s] DPV[mbar] PL[bara] TL[DegC] TAMB[DegC] Dyn_DP[mbar] OperatingPointLE[1/m] OperatingPointHE[1/m] OilPointLE[1/m] OilPointHE[1/m] WaterPointLE[1/m] WaterPointHE[1/m] GasPointLE[1/m] GasPointHE[1/m]
07-May-2014 20:56:26 128.13 -1.0364 3554.8 127.00 -1.0430 89953 127.00 -1.0430 88249 5.7244 -0.087052 94.363 -0.81599 96.546 28.014 -0.82862 709.43 696.01 1.1337e+005 -1352.1 66787 1.7985e+005 1.1175e+005 -1352.1 68168 123.88 123.88 0.88384 1.3046 0.018813 0.067211 0.88384 0.99113 1.0063 24.825 0.94159 13.418 0.027953 0.00000 43808 21715 32411 1.1343e+005 0.070746 1.0000 1393.1 22.215 -2.3525 20.921 1385.1 1.6386 1.0828 23.563 14.778 171.01 25.097 0.50231 0.33394
07-May-2014 20:57:26 139.73 -1.6783 3753.6 138.37 -1.6888 96946 138.37 -1.6888 95047 5.7349 -0.032336 94.297 -1.2300 96.464 27.691 -1.2499 711.58 697.89 1.2359e+005 -2189.4 71916 1.9424e+005 1.2176e+005 -2189.4 73468 119.34 119.34 0.88341 1.3045 0.019180 0.068326 0.88341 0.99034 1.0063 25.309 0.94063 13.691 0.028951 0.00000 43687 21701 32364 1.1323e+005 0.070599 1.0000 1583.7 22.650 -2.0479 20.893 1548.5 1.6936 1.1349 23.554 14.772 171.00 25.096 0.50975 0.33888
07-May-2014 20:58:26 70.831 -0.25670 3797.9 70.145 -0.25829 96282 70.145 -0.25829 95328 2.4956 0.019047 97.485 -0.35328 98.174 58.190 -0.35915 1479.6 1466.0 62635 -334.85 72190 1.2819e+005 61724 -334.86 72965 118.37 118.46 0.88335 1.3045 0.019013 0.040829 0.88368 0.99041 1.0062 25.089 0.94125 13.567 0.029054 0.00000 44454 21977 32640 1.1468e+005 0.071526 1.0000 1430.1 22.486 -1.8311 20.865 1471.5 1.5450 1.0007 23.544 14.766 170.99 25.095 0.51718 0.34382
07-May-2014 20:59:26 45.570 0.18678 3273.0 45.181 0.18794 80081 45.181 0.18794 79488 1.8683 0.032104 98.100 0.48556 98.639 77.275 0.49266 1913.2 1900.1 40312 243.65 60212 96725 39757 243.66 60687 123.78 124.42 0.88387 1.3045 0.018393 0.034975 0.88600 0.99151 1.0062 24.271 0.94300 13.108 0.027786 0.00000 44613 22036 32674 1.1501e+005 0.071731 1.0000 1132.1 21.774 -2.0793 20.831 1155.3 1.1609 0.73555 23.547 14.768 170.99 25.094 0.50931 0.33859
07-May-2014 21:00:26 38.765 0.046855 2968.2 38.462 0.047149 71100 38.462 0.047149 70606 2.0113 0.016864 97.972 0.25103 98.716 82.057 0.25451 1987.2 1974.4 34302 61.124 53488 89260 33845 61.126 53882 127.41 127.87 0.88420 1.3045 0.018026 0.035664 0.88569 0.99219 1.0063 23.786 0.94404 12.835 0.026997 0.00000 44624 22031 32697 1.1503e+005 0.071725 1.0000 981.21 21.348 -2.2562 20.801 987.11 0.98240 0.62731 23.560 14.776 170.99 25.095 0.49435 0.32865
07-May-2014 21:01:26 55.050 0.26337 2975.9 54.631 0.26503 71325 54.631 0.26503 70625 2.8901 -0.013223 97.123 0.52433 98.184 55.548 0.53157 1347.8 1335.0 48720 343.59 53494 1.0427e+005 48073 343.60 54052 129.36 130.07 0.88436 1.3046 0.017983 0.042851 0.88663 0.99240 1.0063 23.729 0.94408 12.803 0.026657 0.00000 44444 21961 32626 1.1466e+005 0.071488 1.0000 979.48 21.284 -2.4422 20.771 972.93 1.0112 0.64585 23.567 14.780 171.00 25.095 0.48658 0.32348
07-May-2014 21:02:26 97.532 -1.0210 3177.2 96.768 -1.0275 77741 96.768 -1.0275 76483 5.2251 -0.16747 94.942 -0.91728 97.060 33.565 -0.93078 820.50 807.51 86325 -1332.1 57907 1.4715e+005 85151 -1332.1 58914 129.71 129.92 0.88436 1.3046 0.018241 0.061342 0.88504 0.99219 1.0063 24.070 0.94319 12.994 0.026712 0.00000 44118 21775 32526 1.1399e+005 0.071084 1.0000 1097.6 21.554 -2.6422 20.737 1084.9 1.2165 0.82038 23.570 14.782 171.00 25.096 0.48781 0.32430
07-May-2014 21:03:26 127.61 -3.0750 3467.8 126.54 -3.0945 86678 126.54 -3.0945 85002 5.8612 -0.094292 94.233 -2.4704 96.540 28.137 -2.5078 691.48 678.24 1.1293e+005 -4011.7 64331 1.7472e+005 1.1135e+005 -4011.9 65687 127.47 127.47 0.88415 1.3047 0.018573 0.068092 0.88415 0.99168 1.0064 24.508 0.94220 13.239 0.027227 0.00000 43791 21705 32416 1.1342e+005 0.070755 1.0000 1314.9 21.925 -2.6044 20.713 1296.5 1.4875 1.0519 23.569 14.782 171.01 25.097 0.49498 0.32906
07-May-2014 21:04:26 116.10 -1.4149 3680.9 115.07 -1.4238 92844 115.07 -1.4238 91302 4.9048 0.020393 95.075 -1.2119 96.976 32.271 -1.2306 811.70 798.29 1.0272e+005 -1845.8 69107 1.7202e+005 1.0126e+005 -1845.9 70360 123.32 123.32 0.88379 1.3046 0.018796 0.061484 0.88379 0.99109 1.0063 24.802 0.94168 13.405 0.028045 0.00000 43814 21766 32408 1.1351e+005 0.070777 1.0000 1428.1 22.203 -2.2790 20.678 1415.3 1.6772 1.1196 23.562 14.777 171.01 25.097 0.50304 0.33443
07-May-2014 21:05:26 109.73 0.22292 3895.9 108.66 0.22431 1.0008e+005 108.66 0.22431 98590 4.0885 0.024015 95.887 0.25841 97.256 37.052 0.26260 962.93 949.24 97047 290.80 74627 1.6560e+005 95618 290.80 75842 119.12 119.55 0.88339 1.3045 0.019175 0.054817 0.88492 0.99033 1.0062 25.302 0.94066 13.687 0.028983 0.00000 44017 21835 32517 1.1391e+005 0.071046 1.0000 1554.4 22.647 -2.0226 20.639 1564.9 1.6616 1.0486 23.552 14.771 171.00 25.096 0.51096 0.33969
07-May-2014 21:06:26 74.111 0.56799 3662.7 73.424 0.57154 92166 73.424 0.57154 91176 2.9881 0.017796 96.994 0.75719 98.015 54.302 0.76893 1385.7 1372.2 65551 740.95 69043 1.3404e+005 64609 740.97 69846 120.91 121.83 0.88358 1.3045 0.018860 0.044927 0.88674 0.99080 1.0062 24.887 0.94160 13.454 0.028511 0.00000 44333 21936 32596 1.1449e+005 0.071381 1.0000 1382.6 22.297 -2.0384 20.596 1388.9 1.4144 0.87986 23.547 14.768 170.99 25.095 0.51406 0.34175
07-May-2014 21:07:26 44.004 0.042350 3259.8 43.635 0.042614 79687 43.635 0.042614 79115 2.0375 -0.00018746 97.963 0.11677 98.672 76.164 0.11850 1878.5 1865.4 38931 55.246 59930 98385 38396 55.247 60389 124.95 125.21 0.88397 1.3045 0.018384 0.036017 0.88484 0.99163 1.0063 24.258 0.94297 13.100 0.027578 0.00000 44634 22031 32661 1.1495e+005 0.071648 1.0000 1131.1 21.752 -2.2063 20.563 1153.8 1.1361 0.72815 23.552 14.771 170.99 25.095 0.50663 0.33681
07-May-2014 21:08:26 49.299 -0.49424 3017.2 48.919 -0.49734 72400 48.919 -0.49734 71772 2.5784 -0.097036 97.519 -0.95303 98.409 62.666 -0.96662 1502.1 1489.3 43627 -644.76 54367 96961 43046 -644.78 54867 128.50 128.50 0.88429 1.3046 0.018026 0.039114 0.88429 0.99229 1.0063 23.786 0.94398 12.835 0.026818 0.00000 44697 22002 32677 1.1504e+005 0.071666 1.0000 964.11 21.338 -2.3756 20.532 971.82 0.97033 0.64984 23.562 14.777 171.00 25.095 0.49449 0.32874
07-May-2014 21:09:26 56.931 -1.6835 2908.0 56.502 -1.6941 69729 56.502 -1.6941 69005 2.9083 -0.052812 97.145 -2.9603 98.145 56.053 -3.0029 1314.4 1301.6 50388 -2196.3 52267 1.0074e+005 49719 -2196.3 52842 130.16 130.16 0.88442 1.3046 0.017982 0.042501 0.88442 0.99247 1.0063 23.728 0.94404 12.802 0.026526 0.00000 44520 21966 32646 1.1475e+005 0.071527 1.0000 948.18 21.275 -2.5283 20.490 941.35 0.95401 0.67810 23.569 14.782 171.00 25.096 0.48660 0.32349
07-May-2014 21:10:26 85.760 -1.7041 3184.1 85.084 -1.7149 78125 85.084 -1.7149 77014 4.2621 -0.027414 95.765 -2.0585 97.432 38.288 -2.0886 927.24 914.18 75906 -2223.3 58316 1.3521e+005 74869 -2223.3 59205 129.87 129.87 0.88437 1.3047 0.018326 0.054885 0.88437 0.99212 1.0064 24.183 0.94290 13.057 0.026722 0.00000 44091 21840 32474 1.1399e+005 0.071101 1.0000 1089.5 21.642 -2.7119 20.466 1075.2 1.1722 0.80265 23.572 14.783 171.01 25.097 0.48852 0.32477
07-May-2014 21:11:26 116.87 -0.76034 3447.5 115.88 -0.76518 86718 115.88 -0.76518 85170 5.4163 -0.036952 94.621 -0.67291 96.750 30.018 -0.68303 755.58 742.23 1.0343e+005 -991.99 64467 1.6840e+005 1.0196e+005 -992.02 65717 127.16 127.16 0.88411 1.3047 0.018719 0.065115 0.88411 0.99151 1.0064 24.700 0.94173 13.347 0.027339 0.00000 43788 21737 32364 1.1341e+005 0.070698 1.0000 1305.5 22.082 -2.6612 20.433 1287.6 1.4951 0.97817 23.569 14.781 171.01 25.098 0.49760 0.33081
07-May-2014 21:12:26 100.66 0.32198 3666.3 99.742 0.32400 93138 99.742 0.32400 91788 4.1694 0.11606 95.715 0.32024 97.319 36.342 0.32525 934.81 921.28 89051 420.04 69488 1.6117e+005 87767 420.05 70582 122.70 123.14 0.88372 1.3046 0.018971 0.056517 0.88520 0.99087 1.0063 25.033 0.94113 13.535 0.028232 0.00000 43810 21814 32413 1.1358e+005 0.070871 1.0000 1405.7 22.393 -2.3162 20.401 1396.5 1.6668 1.0482 23.561 14.777 171.01 25.097 0.50718 0.33717
07-May-2014 21:13:26 116.54 0.98312 3810.4 115.37 0.98928 99151 115.37 0.98928 97551 4.5721 -0.056387 95.484 0.76944 97.009 34.210 0.78203 903.62 889.77 1.0306e+005 1282.5 73835 1.7153e+005 1.0152e+005 1282.6 75139 118.08 119.00 0.88328 1.3045 0.019400 0.058172 0.88650 0.99001 1.0063 25.599 0.93997 13.854 0.029281 0.00000 44036 21805 32481 1.1389e+005 0.071069 1.0000 1542.4 22.895 -2.0355 20.371 1551.2 1.6532 1.0275 23.550 14.770 171.00 25.096 0.51587 0.34295
07-May-2014 21:14:26 69.650 -0.37608 3549.8 68.983 -0.37843 90454 68.983 -0.37843 89512 2.9889 -0.024951 97.036 -0.46945 98.093 55.870 -0.47703 1429.1 1415.4 61593 -490.61 67789 1.2990e+005 60701 -490.62 68549 119.65 119.69 0.88345 1.3045 0.019108 0.044622 0.88356 0.99045 1.0062 25.215 0.94085 13.638 0.028851 0.00000 44406 21941 32544 1.1449e+005 0.071342 1.0000 1300.2 22.572 -2.0461 20.343 1314.4 1.3846 0.90451 23.544 14.766 171.00 25.095 0.52045 0.34600
07-May-2014 21:15:26 58.038 -0.93062 3149.2 57.516 -0.93646 78954 57.516 -0.93646 78182 2.6293 -0.068894 97.440 -1.6437 98.223 55.806 -1.6694 1388.4 1374.9 51330 -1214.0 59218 1.0613e+005 50611 -1214.1 59833 122.58 122.58 0.88373 1.3045 0.018810 0.040665 0.88373 0.99101 1.0063 24.820 0.94168 13.416 0.028184 0.00000 44603 21983 32693 1.1494e+005 0.071667 1.0000 1030.5 22.225 -2.2028 20.313 1051.2 1.1098 0.75402 23.548 14.768 171.00 25.095 0.51462 0.34212
07-May-2014 21:16:26 29.612 -0.14344 2638.1 29.355 -0.14434 65341 29.355 -0.14434 64950 1.4980 0.080657 98.421 -0.58103 98.902 102.05 -0.59011 2530.9 2517.6 26192 -187.12 49208 75127 25831 -187.13 49517 124.39 124.72 0.88390 1.3046 0.018658 0.032657 0.88499 0.99132 1.0063 24.620 0.94208 13.303 0.027795 0.00000 44619 22063 32701 1.1501e+005 0.071678 1.0000 877.40 22.046 -2.3149 20.282 884.00 0.99809 0.65252 23.554 14.772 171.00 25.096 0.50743 0.33734
07-May-2014 21:17:26 37.078 1.1844 2697.0 36.763 1.1919 66661 36.763 1.1919 66174 2.2383 0.041977 97.720 3.1653 98.613 74.332 3.2108 1913.3 1900.0 32799 1545.2 50132 86918 32349 1545.2 50518 125.76 129.99 0.88401 1.3046 0.018593 0.038504 0.89745 0.99151 1.0063 24.535 0.94222 13.255 0.027528 0.00000 44490 21999 32626 1.1474e+005 0.071521 1.0000 869.21 21.964 -2.4292 20.260 860.24 1.0097 0.60385 23.559 14.775 171.00 25.096 0.50342 0.33468
07-May-2014 21:18:26 81.828 0.33875 3076.3 81.109 0.34089 77754 81.109 0.34089 76661 4.2966 -0.026128 95.729 0.48336 97.403 37.857 0.49052 970.00 956.53 72391 441.94 58052 1.3279e+005 71371 441.95 58924 125.67 126.42 0.88398 1.3047 0.018883 0.055717 0.88643 0.99122 1.0064 24.918 0.94125 13.469 0.027663 0.00000 44059 21828 32472 1.1392e+005 0.071017 1.0000 1041.4 22.270 -2.5989 20.239 1025.1 1.1929 0.76242 23.561 14.776 171.01 25.097 0.50459 0.33545
07-May-2014 21:19:26 117.62 -0.73063 3327.3 116.50 -0.73528 86465 116.50 -0.73528 84857 5.5807 -0.032352 94.452 -0.61714 96.610 28.791 -0.62707 750.37 736.57 1.0403e+005 -953.23 64232 1.7007e+005 1.0251e+005 -953.26 65526 122.67 122.67 0.88368 1.3047 0.019325 0.067146 0.88368 0.99053 1.0064 25.501 0.93995 13.797 0.028381 0.00000 43721 21712 32376 1.1331e+005 0.070705 1.0000 1259.5 22.765 -2.5309 20.226 1243.5 1.5325 1.0028 23.558 14.775 171.01 25.098 0.51321 0.34119
07-May-2014 21:20:26 110.77 -0.12428 3524.9 109.67 -0.12507 92045 109.67 -0.12507 90521 4.8885 0.023725 95.088 -0.11065 96.956 31.916 -0.11246 840.90 827.00 97954 -162.14 68524 1.6818e+005 96506 -162.14 69754 119.10 119.14 0.88336 1.3046 0.019461 0.061997 0.88350 0.99006 1.0063 25.680 0.93970 13.899 0.029105 0.00000 43791 21762 32418 1.1349e+005 0.070779 1.0000 1343.2 22.948 -2.1988 20.206 1337.0 1.7137 1.0952 23.550 14.770 171.01 25.097 0.52250 0.34736
07-May-2014 21:21:26 121.78 0.047693 3652.7 120.51 0.047995 96530 120.51 0.047995 94836 4.8971 -0.034623 95.138 0.043339 96.774 30.256 0.043994 808.21 794.15 1.0767e+005 62.221 71779 1.7373e+005 1.0604e+005 62.223 73153 116.25 116.48 0.88309 1.3045 0.019675 0.061512 0.88390 0.98957 1.0063 25.962 0.93917 14.058 0.029752 0.00000 43905 21769 32441 1.1365e+005 0.070848 1.0000 1461.3 23.205 -1.9851 20.186 1459.7 1.6837 1.0730 23.542 14.765 171.00 25.096 0.52722 0.35050
07-May-2014 21:22:26 61.421 -0.61989 3420.6 60.826 -0.62375 87201 60.826 -0.62375 86371 2.6434 -0.043873 97.400 -1.0570 98.261 58.047 -1.0740 1476.7 1463.1 54306 -808.64 65417 1.1748e+005 53524 -808.66 66084 118.85 118.85 0.88338 1.3045 0.019127 0.041407 0.88338 0.99035 1.0062 25.239 0.94084 13.651 0.029012 0.00000 44543 21975 32692 1.1485e+005 0.071589 1.0000 1194.4 22.600 -1.9613 20.163 1214.0 1.4089 0.94171 23.539 14.763 170.99 25.095 0.52667 0.35013
07-May-2014 21:23:26 60.040 -0.61547 3229.2 59.486 -0.61932 81429 59.486 -0.61932 80626 2.7278 0.023115 97.249 -0.93773 98.198 55.518 -0.95267 1400.0 1386.5 53097 -802.90 61067 1.1425e+005 52345 -802.92 61709 121.44 121.51 0.88362 1.3045 0.018920 0.042804 0.88383 0.99080 1.0063 24.966 0.94137 13.498 0.028438 0.00000 44381 21957 32587 1.1452e+005 0.071411 1.0000 1103.8 22.354 -2.1400 20.137 1111.1 1.1443 0.75676 23.545 14.767 170.99 25.095 0.51638 0.34329
07-May-2014 21:24:26 75.915 -0.067955 3195.4 75.237 -0.068384 80350 75.237 -0.068384 79340 3.8862 -0.060584 96.174 -0.071753 97.684 42.713 -0.072872 1082.9 1069.5 67148 -88.654 60084 1.3010e+005 66205 -88.656 60891 123.27 123.42 0.88379 1.3046 0.018816 0.051652 0.88428 0.99107 1.0063 24.829 0.94161 13.420 0.028061 0.00000 44241 21870 32529 1.1424e+005 0.071232 1.0000 1079.0 22.225 -2.2867 20.116 1072.4 1.1896 0.76886 23.552 14.771 171.00 25.095 0.50984 0.33895
07-May-2014 21:25:26 107.79 -0.51277 3386.1 106.79 -0.51600 86549 106.79 -0.51600 85097 5.0172 0.012140 94.971 -0.50713 96.938 32.281 -0.51509 827.80 814.21 95341 -668.95 64420 1.6179e+005 93970 -668.97 65589 122.53 122.55 0.88370 1.3046 0.019042 0.062579 0.88379 0.99078 1.0063 25.127 0.94090 13.588 0.028292 0.00000 43791 21758 32403 1.1349e+005 0.070802 1.0000 1257.7 22.470 -2.3409 20.102 1237.9 1.4192 0.92116 23.554 14.772 171.00 25.096 0.51013 0.33914
07-May-2014 21:26:26 99.474 -0.079798 3515.0 98.536 -0.080300 89955 98.536 -0.080300 88611 4.1395 -0.015199 95.876 -0.071181 97.246 36.213 -0.072320 934.22 920.59 87979 -104.10 67086 1.4983e+005 86707 -104.11 68170 121.05 121.10 0.88357 1.3046 0.019105 0.054693 0.88373 0.99058 1.0063 25.210 0.94078 13.634 0.028589 0.00000 44075 21838 32460 1.1393e+005 0.071069 1.0000 1298.4 22.552 -2.2087 20.066 1308.3 1.6000 1.0248 23.552 14.771 171.00 25.096 0.51490 0.34231
07-May-2014 21:27:26 88.708 -0.47768 3528.2 87.882 -0.48068 89824 87.882 -0.48068 88630 3.8717 -0.012933 96.141 -0.55323 97.561 40.244 -0.56198 1028.3 1014.8 78461 -623.16 67108 1.4624e+005 77332 -623.18 68071 121.56 121.56 0.88362 1.3046 0.019036 0.052344 0.88362 0.99070 1.0063 25.119 0.94098 13.583 0.028466 0.00000 44141 21859 32488 1.1406e+005 0.071146 1.0000 1302.7 22.474 -2.2250 20.041 1291.6 1.4464 0.94496 23.550 14.770 171.00 25.096 0.51507 0.34242
07-May-2014 21:28:26 81.365 -0.040280 3605.1 80.586 -0.040536 92266 80.586 -0.040536 91161 3.0636 0.049588 96.887 0.12180 97.814 50.802 0.12357 1310.5 1296.8 71963 -52.552 69026 1.3600e+005 70911 -52.553 69921 120.59 120.98 0.88352 1.3046 0.019157 0.046273 0.88485 0.99049 1.0063 25.279 0.94063 13.674 0.028698 0.00000 44238 21923 32578 1.1431e+005 0.071336 1.0000 1375.2 22.612 -2.1864 20.018 1387.8 1.3863 0.88204 23.550 14.769 171.00 25.096 0.51583 0.34293
07-May-2014 21:29:26 40.503 0.77869 3081.6 40.159 0.78358 75877 40.159 0.78358 75347 2.0926 0.026129 97.881 1.8566 98.699 89.097 1.8838 2254.4 2241.1 35833 1015.9 57077 97502 35337 1015.9 57502 124.69 127.10 0.88393 1.3046 0.018531 0.036977 0.89182 0.99147 1.0063 24.453 0.94249 13.209 0.027689 0.00000 44561 22014 32659 1.1488e+005 0.071652 1.0000 1112.1 21.910 -2.2693 19.993 1118.5 1.1870 0.72121 23.552 14.771 171.00 25.096 0.51161 0.34012
07-May-2014 21:30:26 77.518 -0.13164 3237.7 76.859 -0.13248 80490 76.859 -0.13248 79471 3.7614 -0.091777 96.330 -0.15618 97.666 41.886 -0.15878 1048.9 1035.7 68584 -171.75 60182 1.2747e+005 67632 -171.75 60998 125.74 126.46 0.88401 1.3046 0.018601 0.049973 0.88636 0.99150 1.0063 24.546 0.94220 13.261 0.027536 0.00000 44349 21885 32598 1.1446e+005 0.071410 1.0000 1097.4 21.973 -2.4316 19.967 1100.4 1.1034 0.72548 23.559 14.775 171.00 25.096 0.50227 0.33391
07-May-2014 21:31:26 84.377 -1.3163 3225.2 83.643 -1.3247 81035 83.643 -1.3247 79914 4.0636 -0.0048769 95.941 -1.6336 97.497 39.591 -1.6588 985.94 972.55 74651 -1717.3 60513 1.3654e+005 73601 -1717.4 61411 125.60 125.60 0.88398 1.3046 0.018776 0.053871 0.88398 0.99132 1.0063 24.776 0.94162 13.390 0.027633 0.00000 44088 21850 32486 1.1400e+005 0.071041 1.0000 1123.5 22.158 -2.5239 19.942 1111.3 1.2651 0.85922 23.561 14.777 171.01 25.097 0.50331 0.33460
07-May-2014 21:32:26 105.58 0.42076 3457.2 104.59 0.42341 88668 104.59 0.42341 87240 4.7708 0.047506 95.182 0.36560 97.028 33.052 0.37140 858.08 844.43 93388 548.92 66044 1.6080e+005 92038 548.93 67195 122.52 123.11 0.88369 1.3046 0.019122 0.060979 0.88567 0.99071 1.0063 25.232 0.94064 13.647 0.028326 0.00000 43781 21770 32393 1.1350e+005 0.070868 1.0000 1281.0 22.554 -2.3892 19.912 1276.9 1.5283 0.95763 23.558 14.775 171.01 25.097 0.50980 0.33892
07-May-2014 21:33:26 93.467 0.42102 3451.1 92.582 0.42367 88489 92.582 0.42367 87223 4.1599 -0.020277 95.860 0.46337 97.354 36.894 0.47067 959.35 945.68 82663 549.25 66040 1.4899e+005 81467 549.27 67059 121.02 121.62 0.88356 1.3046 0.019152 0.054850 0.88561 0.99053 1.0063 25.273 0.94062 13.670 0.028615 0.00000 44082 21836 32541 1.1402e+005 0.071156 1.0000 1268.7 22.602 -2.2343 19.881 1262.9 1.5925 1.0032 23.552 14.771 171.01 25.097 0.51603 0.34306
07-May-2014 21:34:26 84.177 -0.60573 3478.3 83.354 -0.60954 89568 83.354 -0.60954 88417 3.3347 -0.015268 96.681 -0.76992 97.691 52.064 -0.78241 1331.4 1317.7 74438 -790.21 66948 1.3408e+005 73347 -790.23 67877 119.91 119.91 0.88345 1.3046 0.019256 0.047873 0.88345 0.99033 1.0063 25.409 0.94034 13.747 0.028866 0.00000 44296 21909 32593 1.1434e+005 0.071317 1.0000 1282.6 22.723 -2.1677 19.855 1299.8 1.4285 0.94130 23.548 14.768 171.00 25.096 0.51923 0.34519
07-May-2014 21:35:26 48.206 -0.16354 3088.6 47.778 -0.16456 77120 47.778 -0.16456 76480 2.4350 0.0082694 97.557 -0.39738 98.476 67.920 -0.40351 1702.7 1689.3 42638 -213.34 57933 1.0295e+005 42042 -213.35 58444 123.33 123.43 0.88380 1.3046 0.018765 0.039935 0.88413 0.99112 1.0063 24.761 0.94178 13.382 0.028029 0.00000 44505 21989 32650 1.1477e+005 0.071566 1.0000 1043.5 22.170 -2.2615 19.830 1047.1 1.1889 0.77181 23.549 14.769 171.00 25.096 0.51535 0.34261
07-May-2014 21:36:26 69.893 -0.14078 3150.6 69.275 -0.14167 79143 69.275 -0.14167 78214 3.4661 -0.032436 96.566 -0.20725 97.838 46.585 -0.21043 1177.4 1164.0 61825 -183.67 59235 1.2143e+005 60958 -183.67 59977 124.21 124.35 0.88386 1.3046 0.018813 0.048380 0.88432 0.99116 1.0063 24.825 0.94157 13.418 0.027893 0.00000 44302 21904 32551 1.1437e+005 0.071269 1.0000 1056.1 22.211 -2.3913 19.808 1056.5 1.1320 0.73474 23.555 14.773 171.00 25.096 0.50802 0.33773
07-May-2014 21:37:26 96.110 -0.47138 3212.0 95.247 -0.47437 81548 95.247 -0.47437 80261 4.9184 -0.044768 95.126 -0.44697 97.118 34.620 -0.45394 882.30 868.79 85020 -614.98 60768 1.5109e+005 83812 -615.00 61800 124.19 124.22 0.88385 1.3046 0.018935 0.060899 0.88396 0.99104 1.0063 24.986 0.94117 13.508 0.027948 0.00000 43937 21775 32450 1.1371e+005 0.070882 1.0000 1142.8 22.340 -2.4638 19.780 1125.6 1.3449 0.87874 23.557 14.774 171.01 25.097 0.50877 0.33823
07-May-2014 21:38:26 123.85 -1.1779 3430.2 122.67 -1.1853 88746 122.67 -1.1853 87062 5.7207 -0.13047 94.410 -0.98377 96.547 28.054 -0.99970 725.41 711.68 1.0953e+005 -1536.7 65897 1.7248e+005 1.0794e+005 -1536.7 67254 121.14 121.14 0.88356 1.3046 0.019234 0.067003 0.88356 0.99047 1.0063 25.381 0.94034 13.730 0.028626 0.00000 43884 21716 32454 1.1358e+005 0.070858 1.0000 1292.0 22.687 -2.2993 19.751 1290.8 1.5910 1.0642 23.554 14.772 171.01 25.097 0.51415 0.34181
07-May-2014 21:39:26 90.658 -1.6847 3418.5 89.796 -1.6953 87700 89.796 -1.6953 86471 3.6864 0.013744 96.300 -1.8886 97.464 39.227 -1.9193 997.02 983.34 80176 -2197.8 65473 1.4051e+005 79016 -2197.9 66461 120.75 120.75 0.88354 1.3046 0.019169 0.051210 0.88354 0.99049 1.0063 25.294 0.94058 13.682 0.028671 0.00000 44136 21874 32502 1.1409e+005 0.071145 1.0000 1253.7 22.622 -2.2133 19.728 1248.6 1.5247 1.0496 23.550 14.769 171.00 25.096 0.51812 0.34445
07-May-2014 21:40:26 85.599 -0.40370 3595.2 84.756 -0.40624 93081 84.756 -0.40624 91908 3.4786 0.012491 96.509 -0.35597 97.690 44.468 -0.36193 1158.7 1144.9 75696 -526.66 69591 1.4289e+005 74581 -526.67 70539 119.43 119.71 0.88340 1.3046 0.019373 0.049590 0.88437 0.99017 1.0063 25.564 0.93998 13.833 0.029007 0.00000 44194 21885 32536 1.1421e+005 0.071256 1.0000 1346.5 22.851 -2.1828 19.710 1352.1 1.4012 0.90229 23.547 14.768 171.00 25.096 0.51995 0.34566
07-May-2014 21:41:26 45.571 0.22232 3201.4 45.156 0.22371 80356 45.156 0.22371 79748 2.0828 0.028938 97.888 0.48614 98.601 72.587 0.49365 1845.1 1831.7 40304 290.02 60409 1.0052e+005 39735 290.03 60896 122.44 123.05 0.88371 1.3046 0.018872 0.037256 0.88579 0.99094 1.0063 24.903 0.94147 13.462 0.028237 0.00000 44551 22012 32659 1.1488e+005 0.071642 1.0000 1106.1 22.293 -2.2252 19.682 1117.4 1.2335 0.78012 23.548 14.768 171.00 25.096 0.51865 0.34480
07-May-2014 21:42:26 74.914 0.60483 3306.4 74.225 0.60864 84031 74.225 0.60864 83023 3.5658 0.00053816 96.434 0.81264 97.770 44.398 0.82523 1147.8 1134.2 66262 789.06 62872 1.3306e+005 65314 789.08 63681 122.59 123.61 0.88371 1.3046 0.019027 0.049867 0.88714 0.99080 1.0063 25.108 0.94095 13.577 0.028274 0.00000 44208 21884 32579 1.1426e+005 0.071222 1.0000 1187.1 22.454 -2.3386 19.658 1176.9 1.1588 0.73016 23.553 14.771 171.00 25.096 0.51198 0.34037
