,Time,qo_sc[Sm3/d],qw_sc[Sm3/d],qg_sc[Sm3/d],qo_scnp[Sm3/d],qw_scnp[Sm3/d],qg_scnp[Sm3/d],Fo_lc[%],Fw_lc[%],Fg_lc[%],WLR[%],GVF[%],GLR[m3/m3],BSW[%],GOR[Sm3/Sm3],GOR1[Sm3/Sm3],mo_lc[kg/d],mw_lc[kg/d],mg_lc[kg/d],m_lc[kg/d],mo_sc[kg/d],mw_sc[kg/d],mg_sc[kg/d],Mu_o_lc[cP],Mu_l_lc[cP],Do_lc[g/cm3],Dw_lc[g/cm3],Dg_lc[g/cm3],Dm_lc[g/cm3],Dl_lc[g/cm3],bo[Sm3/m3],bw[Sm3/m3],bg[Sm3/m3],Z,Rst[Sm3/Sm3],Rwst[Sm3/Sm3],rgmp[Sm3/Sm3],N32[cps],N81[cps],N356[cps],NTotal[cps],DeadTime[s],SampleTime[s],DPV[mbar],PL[bara],TL[DegC],TAMB[DegC],Dyn_DP[mbar],OperatingPointLE[1/m],OperatingPointHE[1/m],OilPointLE[1/m],OilPointHE[1/m],WaterPointLE[1/m],WaterPointHE[1/m],GasPointLE[1/m],GasPointHE[1/m],qo_lc[m3/d],qw_lc[m3/d],qg_lc[m3/d]
0,0.0,0.48750260121621314,0.13732332090013094,0.6306823868526933,0.48750260121621314,0.13732332090013094,0.6293437886917045,0.4260851563039128,0.15090870484224347,0.5804407713498617,0.14362309273330806,0.5642927794263116,0.1901350774590211,0.14383143886886607,0.14660805564826362,0.14721922175092866,0.4861197270471464,0.13731960962894935,0.6296863045141545,0.48249763954179636,0.4874990146359408,0.13732018946076843,0.6307489103156783,0.6065948416585045,0.424885844748858,0.6768707482993235,0.375,0.19769119769119772,0.3920618492033622,0.027483870967742914,0.7485029940119745,0.3333333333333333,0.19774011299434985,0.7905138339920994,0.19688614985403805,0.3068019434124033,,0.6964436917866215,0.6071428571428571,0.5830670926517572,0.6285714285714286,0.6316044595249644,,0.5783036515699318,0.19851819568533485,0.5854007993364,0.6588150450477903,0.5691561156976888,0.3186441196413003,0.4767544013775169,0.6578947368421102,0.6595744680851104,0.3999999999999432,0.3571428571429659,0.215826686004351,0.21570766293973287,0.4853718314204263,0.137336416070008,0.7351824087956024
1,0.0007886435331230284,0.5114915951813914,0.1311360324086654,0.614568528934884,0.5114915951813914,0.1311360324086654,0.6115971935617004,0.44798840659719824,0.13959308554276176,0.5601928374655634,0.1381963659517489,0.5321463897131541,0.17254386268470778,0.1383994085574346,0.12992938572607984,0.13053806500338105,0.5100547973531845,0.13113212939710459,0.6117335227893759,0.49763454611760827,0.5114893449299734,0.13113299216168944,0.614608374058909,0.6007182500816188,0.4198630136986297,0.6734693877550836,0.375,0.19817219817219783,0.4112564295571447,0.025548387096773956,0.7455089820359236,0.3333333333333333,0.19810461089848735,0.7913043478260878,0.19721050924424222,0.31137467847956546,,0.6858594411515665,0.5900621118012422,0.4984025559105431,0.6057142857142858,0.6093068347067363,,0.5895444135929333,0.19677489649161015,0.590264685921122,0.6607449391067638,0.5805834568535065,0.30202444010542784,0.4593831629007509,0.6842105263157796,0.6808510638297792,0.3999999999999432,0.3571428571429659,0.19425308194343735,0.1941641668939185,0.5092522237901267,0.1311480708035004,0.7170414792603699
2,0.0015772870662460567,0.6153668292908507,0.12635377812909124,0.6939367856356466,0.6153668292908507,0.12635377812909124,0.6882583574081717,0.5657580567248637,0.18114835583781336,0.43677685950413087,0.13621875453553756,0.44609297725024655,0.13169763873989226,0.13641530357637924,0.09526778970296335,0.09582773489299296,0.6138983664185277,0.12635004591928115,0.6880806645535031,0.6168314408037048,0.615379562235594,0.12635112735254106,0.6939902258618412,0.5279138099902055,0.3691780821917808,0.6054421768707385,0.375,0.2385762385762386,0.5381696148538452,0.023096774193549278,0.6916167664670575,0.3333333333333333,0.23838162930563153,0.7557312252964473,0.23743107362958135,0.3752500714489852,,0.548264182895851,0.4611801242236025,0.34185303514376997,0.44285714285714284,0.4517692680562242,,0.6987643550403073,0.24013946393549807,0.6427494155795189,0.6619130328793004,0.6691039474011079,0.35091484708365406,0.5306368673202844,0.6578947368421102,0.6595744680851104,0.3999999999999432,0.3571428571429659,0.2025924583031181,0.20261794382328868,0.6130576614354515,0.12636485680190934,0.7762618690654673
3,0.002365930599369085,0.6667553007005942,0.16087789936516564,0.7906199331425026,0.6667553007005942,0.16087789936516564,0.7850598431696244,0.5883237871782485,0.12907083361484042,0.4216253443526158,0.16148901405021748,0.4186449060336319,0.11321821180976112,0.1617202661491544,0.08377540445115844,0.08427518859059815,0.6653355045492142,0.16087372388221796,0.7848125478194338,0.6746814005884909,0.6667498751872192,0.16087436982955391,0.7905956940958923,0.3911198171727065,0.27808219178082166,0.4829931972788949,0.25,0.286435786435786,0.5521107765650483,0.027612903225806843,0.6062874251496986,0.16666666666666666,0.28631310369965346,0.7209486166007866,0.28543626337982453,0.491426121749071,,0.5723962743437765,0.4472049689440994,0.34824281150159747,0.4657142857142857,0.46146388754241235,,0.7918781300069625,0.2954892133362385,0.7739612397255108,0.6637921402525113,0.7717844041635268,0.4273857651934968,0.6152089116913237,0.5789473684210551,0.5744680851063596,0.3000000000000284,0.28571428571432195,0.25145032632342273,0.25143168802836136,0.6647032946943251,0.1608944908512331,0.8515242378810595
4,0.0031545741324921135,0.7199357210571342,0.09593162562063089,0.862681906439538,0.7199357210571342,0.09593162562063089,0.8563763929013619,0.5971430543095715,0.10384908646932217,0.41652892561983457,0.11981590984638867,0.3911968348170137,0.10445144247961152,0.11994871084003325,0.07675349997365137,0.07717943989250993,0.7185819892473119,0.09592747421089333,0.8558858891682151,0.7158957501760976,0.7198938434453582,0.09593070887744876,0.8626601505745608,0.28436173685928845,0.1986301369863014,0.3809523809523774,0.125,0.33982683982683937,0.5585716974030861,0.01445161290322593,0.5284431137724586,0.16666666666666666,0.3398942956078001,0.6774703557312259,0.33927992215374614,0.5907402114889968,,0.5859441151566469,0.4440993788819876,0.4009584664536741,0.49142857142857144,0.49491032476975105,,0.8911994899713948,0.35432556112442837,0.8660357439107156,0.6659759677402971,0.8688339971680067,0.41357001932165194,0.6463670333017066,0.46052631578947245,0.4468085106383091,0.2000000000001137,0.14285714285728787,0.3001269035532993,0.30010908099263683,0.7181199618370763,0.09593277645186955,0.8972513743128439
5,0.003943217665615142,0.6583736040139657,0.11107329002297261,1.0,0.6583736040139657,0.11107329002297261,1.0,0.43211648609481756,0.1989276993311392,0.5676308539944893,0.13185948846159248,0.48714144411473975,0.18184125226378747,0.13200674614176136,0.1568620562454988,0.15716468635561295,0.6575165425971877,0.11107131016664316,1.0,0.6507021426466106,0.6583414352155976,0.11107004180178258,1.0,0.16944172380019576,0.11894977168949754,0.2653061224489757,0.125,0.41847041847041827,0.42085371973403596,0.011354838709677312,0.4296407185628789,0.0,0.4182613449972661,0.6079051383399219,0.4177748945831982,0.7079165475850239,,0.6380186282811177,0.5760869565217391,0.48242811501597443,0.5657142857142857,0.5642268540959772,,1.0,0.4380039224231856,0.9507201568509163,0.668058221856558,1.0,0.4193308284859267,0.632310737838376,0.3421052631578898,0.3404255319148896,0.09999999999991474,0.07142857142864394,0.36620739666424945,0.3662394327788384,0.6573335085323841,0.11107647175815435,1.0
6,0.00473186119873817,0.28417420055955045,0.1696860410542697,0.7172768580979643,0.28417420055955045,0.1696860410542697,0.7278167560874949,0.20777034021116556,0.1436004594195485,0.7994490358126719,0.1769475305607446,0.7987141444114726,0.40588988476312415,0.1772026614915442,0.35300988951149675,0.35352284602752243,0.2833824441687345,0.16968184225869512,0.7291507268553941,0.36400013987900465,0.2841658564784402,0.1696820854402524,0.717342491084401,0.3516160626836437,0.2589041095890411,0.4557823129251644,0.125,0.23015873015873012,0.17742441349893362,0.042451612903225994,0.6212574850299364,0.16666666666666666,0.23018042646254758,0.7881422924901164,0.2296464482646773,0.5064304086881967,,0.8784928027095682,0.8260869565217391,0.7795527156549521,0.8542857142857143,0.8453708191953463,,0.6246927664857519,0.2444977119198083,0.8827388583063118,0.6701912626585814,0.632172105694625,0.2728635299995411,0.3838540019444543,0.3157894736842204,0.31914893617022083,0.09999999999991474,0.0,0.3539702683103702,0.353967821107172,0.28320545706956735,0.16970564836913288,0.8193403298350824
7,0.005520504731861199,0.2809891558186316,0.1495789837709656,0.5529555417659187,0.2809891558186316,0.1495789837709656,0.5589145687164672,0.22888689531433307,0.15424982385700084,0.7768595041322309,0.151762246536605,0.7707715133531147,0.36846962199074873,0.1519790684779595,0.30663633648931127,0.3072424058803383,0.2800480769230769,0.1495750656398023,0.5598152803585091,0.3220863952680931,0.28098641511417083,0.14957573286488915,0.5530048870690794,0.5298726738491675,0.37260273972602714,0.6190476190476226,0.25,0.16305916305916265,0.19641512984569057,0.027741935483870772,0.7365269461077876,0.16666666666666666,0.16311281210133038,0.8387351778656174,0.16250405449237737,0.3535295798799656,,0.8556308213378493,0.8043478260869565,0.7811501597444089,0.8285714285714286,0.8240426563257377,,0.48300883322567917,0.16801045979516258,0.7144257597466255,0.6722735167748424,0.4838650911289053,0.11941188765912325,0.1798620140328684,0.4868421052631419,0.4893617021276467,0.09999999999991474,0.07142857142864394,0.2204496011602612,0.22047995636760254,0.27969766737698454,0.14959312848050918,0.67856071964018
8,0.006309148264984227,0.2792954750398853,0.13845515401526567,0.4293092059170887,0.2792954750398853,0.13845515401526567,0.4317375154766818,0.22313159892346976,0.19391848198515574,0.7768595041322309,0.13941785936673362,0.7457962413452021,0.35867621783114745,0.13962988633213194,0.29073934198738777,0.2914350449192507,0.2782645781637717,0.13845101498759607,0.4322876817138485,0.2864672058669251,0.27929158893239087,0.13845192413948154,0.4293488310659094,0.6875612144955929,0.48242009132420066,0.7517006802721106,0.375,0.11760461760461761,0.19633672061221927,0.031870967741936554,0.8263473053892146,0.3333333333333333,0.11755057408419897,0.868774703557312,0.11676938047356451,0.2292083452414976,,0.8268416596104996,0.8027950310559007,0.7412140575079872,0.8,0.7939893359185672,,0.4107827429137062,0.11418609718893029,0.562401025563683,0.6738986907192411,0.4051158053377276,0.13287076924645558,0.20396856075248035,0.6578947368421102,0.6595744680851104,0.3000000000000284,0.21428571428567803,0.14494198694706317,0.1449413689664573,0.27776095612977675,0.1384680787589499,0.567216391804098
9,0.007097791798107256,0.3915350643945525,0.12523083763555073,0.46688151810557077,0.3915350643945525,0.12523083763555073,0.46533223276929425,0.4052722379407908,0.0800268316458995,0.6112947658402202,0.12885936205177187,0.6246290801186952,0.23135042853352714,0.12907171241105256,0.17597797256231446,0.17667799527535544,0.3901985111662531,0.1252274052367034,0.4656246584326156,0.39956937249279373,0.39153112436608245,0.12522853800456504,0.46691322150310394,0.7926869082598762,0.5547945205479453,0.8333333333333396,0.5,0.12650312650312623,0.3526376866139757,0.03277419354838692,0.862275449101792,0.5,0.12648077273555663,0.8466403162055375,0.12552708400908164,0.15933123749642766,,0.7743437764606266,0.6506211180124224,0.5926517571884984,0.7057142857142857,0.6975278720310223,,0.4392201931062253,0.11614730878186999,0.42719251941784186,0.6755238646636398,0.4241613739307569,0.16458070995600374,0.2630401424371274,0.7763157894736928,0.7872340425531987,0.3999999999999432,0.3571428571429659,0.11675126903553304,0.11671666212162553,0.38937036888921894,0.12524512728719175,0.5982008995502249
