,Time,qo_lc[m3/d],qw_lc[m3/d],qg_lc[m3/d],qo_sc[Sm3/d],qw_sc[Sm3/d],qg_sc[Sm3/d],qo_scnp[Sm3/d],qw_scnp[Sm3/d],qg_scnp[Sm3/d],Fo_lc[%],Fw_lc[%],Fg_lc[%],WLR[%],GVF[%],GLR[m3/m3],BSW[%],GOR[Sm3/Sm3],GOR1[Sm3/Sm3],mo_lc[kg/d],mw_lc[kg/d],mg_lc[kg/d],m_lc[kg/d],mo_sc[kg/d],mw_sc[kg/d],mg_sc[kg/d],Mu_o_lc[cP],Mu_l_lc[cP],Do_lc[g/cm3],Dw_lc[g/cm3],Dg_lc[g/cm3],Dm_lc[g/cm3],Dl_lc[g/cm3],bo[Sm3/m3],bw[Sm3/m3],bg[Sm3/m3],Z,Rst[Sm3/Sm3],Rwst[Sm3/Sm3],rgmp[Sm3/Sm3],N32[cps],N81[cps],N356[cps],NTotal[cps],DeadTime[s],SampleTime[s],DPV[mbar],PL[bara],TL[DegC],TAMB[DegC],Dyn_DP[mbar],OperatingPointLE[1/m],OperatingPointHE[1/m],OilPointLE[1/m],OilPointHE[1/m],WaterPointLE[1/m],WaterPointHE[1/m],GasPointLE[1/m],GasPointHE[1/m]
10,0.007892659826361484,0.007892659826361484,0.5125086409314494,0.09337211614956248,0.6832083958020991,0.5151332978797197,0.0933577057036287,0.5779970774866383,0.5151332978797197,0.0933577057036287,0.5738134543953777,0.4815540680422331,0.17113204451350753,0.5221763085399438,0.10490610559433684,0.5210187932739885,0.16335029011085353,0.10509657148137877,0.11790563684589578,0.11853325254015509,0.5136088709677419,0.09335523232107673,0.573833205814843,0.5114226194341894,0.5151023464802796,0.09335477405317247,0.5780478140272092,0.7894221351616055,0.5518264840182647,0.8231292517006636,0.625,0.1873496873496867,0.45053945552628283,0.031225806451612215,0.8248502994011915,0.5,0.18716967377437488,0.779446640316209,0.1861822899772947,0.1759074021148903,0.0,0.632091447925486,0.5512422360248479,0.5543130990415293,0.5714285714285694,0.5748909355307816,0.0,0.5773809024486405,0.17432991937241216,0.3716537214388056,0.6772506119795634,0.5506073880244776,0.2535418780237875,0.41779995548839755,0.8421052631579187,0.851063829787222,0.5000000000002274,0.5,0.13787164612037728,0.13785110444505122
11,0.008681925808997633,0.008681925808997633,0.574152046115437,0.12892153937947498,0.749225387306347,0.5766954149228883,0.12890744263023987,0.6625097583922173,0.5766954149228883,0.12890744263023987,0.6577796120511763,0.5056655855358498,0.11519462594948315,0.5061983471074374,0.13804841964314976,0.4750247279920856,0.14021063316837964,0.13825247204509747,0.10294840942226285,0.10352065056072221,0.5751912737799835,0.128903615238342,0.6576948300360694,0.553935845493648,0.5766876001786794,0.12890457990542203,0.6625544842160878,0.6842964413973229,0.4783105022831049,0.7346938775510239,0.5,0.23112073112073084,0.46512357295195084,0.027999999999998693,0.7589820359281418,0.5,0.23090942227082145,0.7438735177865539,0.22964644826467717,0.25964561303229505,0.0,0.6574936494496164,0.5372670807453446,0.48562300319488827,0.5628571428571476,0.5603490063015002,0.0,0.6679780889026834,0.2227064719982561,0.4551315888696177,0.6788757859239621,0.6532050379669269,0.3498442542301163,0.5245458059528412,0.8026315789473983,0.8085106382978324,0.5000000000002274,0.5,0.19479695431472166,0.19484592309790028
12,0.00947119179163378,0.00947119179163378,0.5229063237335678,0.15844620127287196,0.8769115442278863,0.5247867002705264,0.158430946323148,0.8202454110535058,0.5247867002705264,0.158430946323148,0.8221213371853073,0.3736802153060521,0.2022565607234893,0.625482093663912,0.16033531375385668,0.5702274975272026,0.19217681189512173,0.160564180759634,0.15971209752498727,0.16016369400461924,0.523754135649297,0.1584268549674754,0.8226582140124601,0.532854081219745,0.5247917597288279,0.1584276128019388,0.820340774006076,0.5543584720861903,0.3910958904109587,0.619047619047592,0.5,0.3104858104858108,0.35812633295696905,0.03006451612903227,0.6601796407185532,0.5,0.3103699653726988,0.672727272727272,0.30911449886474207,0.3735352957987996,0.0,0.6867061812023714,0.6397515527950333,0.5846645367412151,0.6371428571428552,0.6451769268056253,0.0,0.7912070397369326,0.30703857049466077,0.5389865017721138,0.6803993864968361,0.7837085862391627,0.3489775838248714,0.5036956343489007,0.7105263157894797,0.7021276595744439,0.5000000000002274,0.5,0.25335387962291556,0.25334060539950976
13,0.010260457774269928,0.010260457774269928,0.3305606179194351,0.17263573985680195,0.7417291354322839,0.33202501791948946,0.172619124076773,0.6403707188181835,0.33202501791948946,0.172619124076773,0.6463268675196039,0.2898626733834794,0.11143336968796147,0.7220385674931133,0.1807004976801457,0.7321958456973299,0.3969846927593407,0.18094492191109873,0.34269001739008237,0.3432480614028155,0.33112334574028124,0.17261496015883115,0.6471745545961307,0.3898777557412838,0.3320217042856768,0.17261545027416939,0.6404173821159689,0.6150832517140064,0.4474885844748857,0.6802721088434964,0.375,0.22101972101972045,0.25117613850207,0.05754838709677301,0.7380239520958014,0.33333333333325754,0.22088572990705302,0.7636363636363654,0.219915666558546,0.30680194341240297,0.0,0.8395427603725629,0.7515527950310599,0.7188498402555865,0.7971428571428589,0.7731459040232664,0.0,0.6129486867602278,0.21747657441708412,0.5501470477339567,0.6822277071842845,0.6101454915826866,0.24477321274719227,0.3420950908388094,0.6578947368421382,0.6595744680851112,0.40000000000009095,0.4285714285713311,0.26894488759971047,0.268884646850287
14,0.011049723756906077,0.011049723756906077,0.3168322488131216,0.09768297533810663,0.6496251874062968,0.31853915697472773,0.09767062717683968,0.5210280841523709,0.31853915697472773,0.09767062717683968,0.5243293437886918,0.27001587192050236,0.1108841895974288,0.7418732782369144,0.08992888277127782,0.7284866468842743,0.32147512429202574,0.09010719896497547,0.2553882906778619,0.2560441201008159,0.3174627791563276,0.09766897723851731,0.5250300579298284,0.3332767156409706,0.3185353548624432,0.0976683217174931,0.5210672302205785,0.732615083251714,0.5121004566210048,0.7857142857142776,0.5,0.14766714766714717,0.22708882197967628,0.029806451612902407,0.8263473053892199,0.5,0.14762165117550552,0.8308300395256794,0.14661044437236415,0.20577307802229194,0.0,0.8611346316680759,0.7795031055900665,0.8003194888178911,0.8257142857142838,0.7930198739699463,0.0,0.46069508174718354,0.13989976029636075,0.47843299901968184,0.683598947699871,0.4658960111954821,0.15560812223111548,0.2820981363694932,0.7105263157894797,0.7021276595744439,0.40000000000009095,0.4285714285713311,0.20794053662073964,0.2079356422143448
15,0.011838989739542225,0.011838989739542225,0.2107187541062277,0.13202118138424823,0.5334332833583209,0.2121551943397535,0.13200701529036882,0.3860920391536722,0.2121551943397535,0.13200701529036882,0.3903012794056955,0.1796149334069422,0.1662308293681051,0.8242424242424224,0.1209409572500714,0.8180019782393657,0.44803958888465933,0.12115377506699931,0.3649985069121185,0.3657296414363622,0.21127998345740281,0.13200288091091658,0.3909716908951797,0.23461206056760897,0.21214888194024753,0.13200408491439589,0.3861048738607846,0.8638589618021539,0.6041095890410961,0.8911564625850019,0.5,0.09547859547859439,0.14649981181783966,0.033935483870967786,0.9071856287424964,0.5,0.0954984508839063,0.8727272727272748,0.09438858254946458,0.10431551871963407,0.0,0.8903471634208273,0.8571428571428612,0.8162939297124581,0.8657142857142901,0.842462433349489,0.0,0.36850405590181934,0.08215297450424863,0.37451926702360305,0.685478055073082,0.3674387022515174,0.1194118876591232,0.20053648194351714,0.8157894736842195,0.8297872340424988,0.5000000000002274,0.4285714285713311,0.1352429296591735,0.13512407962912487
16,0.012628255722178374,0.012628255722178374,0.19482515325156108,0.16008353221957045,0.47561219390304865,0.1963108973617887,0.16006916483462197,0.3190343695578197,0.1963108973617887,0.16006916483462197,0.3219975237309123,0.1708922779656338,0.19927805499522244,0.8282369146005522,0.16869016016592459,0.8192383778437176,0.4454903046452342,0.1689044450605304,0.36403239122415626,0.3648075453802988,0.19543527708850292,0.16006508724663415,0.3225215870586948,0.20873444470532987,0.19630422786872323,0.16006538911477008,0.31905956940958924,0.975840679072804,0.6947488584474888,0.9795918367346417,0.625,0.06204906204906102,0.14278321415129847,0.05793548387096692,0.967065868263461,0.6666666666665151,0.06214689265536677,0.8972332015810309,0.0613039247486209,0.023578165190054623,0.0,0.8683319220999159,0.8618012422360266,0.7460063897763547,0.845714285714287,0.821134270479881,0.0,0.32060498787843195,0.04358247984310282,0.2795792172536007,0.686900082274431,0.31361426927121716,0.10014121629544287,0.14148832741797568,0.9342105263157805,0.9361702127659441,0.6000000000001364,0.5714285714284415,0.0813995649021031,0.08140169075538584
17,0.013417521704814523,0.013417521704814523,0.3373533898159838,0.17528291567223553,0.5593703148425788,0.3395569839765081,0.17527011338092535,0.4201813559661307,0.3395569839765081,0.17527011338092535,0.41962443252166737,0.34774687737216203,0.19494638496655697,0.6523415977961431,0.17901456522044468,0.6676557863501458,0.267063478331084,0.17922973847149057,0.20998085334363853,0.2106945578768958,0.3383284222497932,0.1752657030603962,0.41996393048420577,0.36245147947025824,0.3395498856977691,0.17526607196613178,0.42020869105798453,1.0,0.7168949771689501,0.9897959183673493,0.75,0.10582010582010515,0.3189844436080793,0.06696774193548372,0.9505988023952057,0.6666666666665151,0.10588664115181334,0.8458498023715322,0.10476808303600338,0.017862246356101785,0.0,0.724809483488567,0.683229813664596,0.6261980830670879,0.6685714285714326,0.6471158507028534,0.0,0.41556426108766953,0.08411418609718879,0.20993891863358716,0.6885252562188298,0.39551021422124333,0.15642381202428718,0.21274203183750917,1.0,1.0,0.6000000000001364,0.642857142856883,0.07079405366207414,0.07076629397327494
18,0.014206787687450671,0.014206787687450671,0.5564417072766641,0.14535700079554498,0.678760619690155,0.5594117783070128,0.14534199540547885,0.5731128770742837,0.5594117783070128,0.14534199540547885,0.5667767230705738,0.5626526809743978,0.09412695808279205,0.4522038567493105,0.15144804790464017,0.46389713155291545,0.1364155448662491,0.15166329359578593,0.09632612552477648,0.09696059576187091,0.5578086228287841,0.1453381450134709,0.5665919772652748,0.5521873579353859,0.5594108836744883,0.14533873923994678,0.5731607449478273,0.8883447600391765,0.6257990867579908,0.8979591836734357,0.625,0.1813371813371809,0.514160707564923,0.042064516129032725,0.865269461077844,0.6666666666665151,0.18133770730818188,0.7747035573122503,0.18001946156341164,0.10774507002000577,0.0,0.6312447078746821,0.4953416149068346,0.484025559105433,0.5399999999999991,0.5298109549200163,0.0,0.5960036574419716,0.16278056221398973,0.2629138074051731,0.6897949233628912,0.5730480362362643,0.2880557523973633,0.4276627894718348,0.9868421052631788,0.9787234042552768,0.7000000000000455,0.642857142856883,0.1198332124728072,0.11971638941914442
19,0.01499605367008682,0.01499605367008682,0.5773513331314735,0.10761087907716788,0.7688155922038982,0.5799902887928045,0.1075967690141541,0.6805252517164762,0.5799902887928045,0.1075967690141541,0.6762071811803549,0.5311158650196673,0.14874769566350415,0.475895316804408,0.12135342781296965,0.4819485657764595,0.14323286154272072,0.12154190925053135,0.10427901421068347,0.1048554943752141,0.5784868693134823,0.10759211484012085,0.6761667941851568,0.5848091400938189,0.579972147042594,0.10759481612169386,0.6805705983357548,0.7126999673522691,0.4981735159817351,0.7585034013605423,0.5,0.22823472823472812,0.4970518128214779,0.028774193548386506,0.7724550898203404,0.5,0.22817568798979337,0.7438735177865539,0.22705157314304225,0.23906830523006573,0.0,0.6088060965283653,0.49844720496894723,0.5063897763578282,0.5257142857142867,0.5390208434318922,0.0,0.6787994195069162,0.21834822401394582,0.4235351783425081,0.6912169505642399,0.656931344865563,0.36524039907623124,0.5711658525728878,0.868421052631561,0.8723404255318883,0.6000000000001364,0.642857142856883,0.18672951414068262,0.186664848650123
20,0.01578531965272297,0.01578531965272297,0.48857111843646267,0.14508154335719972,0.8664667666166916,0.4903350366482462,0.14506731220512314,0.809636287206998,0.4903350366482462,0.14506731220512314,0.8128353281056544,0.33509074598026356,0.17012933239390401,0.6685950413223143,0.15337144355333324,0.6028684470820949,0.26322224913774206,0.15358682192034004,0.22614133394227892,0.22658095564278877,0.48932485525227454,0.14506339147235123,0.813285604984151,0.48464578139908976,0.4903105867514518,0.14506399826238714,0.8096156386210542,0.5396669931439764,0.3808219178082193,0.6054421768707243,0.5,0.31337181337181264,0.3136369338853343,0.029419354838710277,0.6526946107784397,0.5,0.3132859486057944,0.6719367588932812,0.3120337333765808,0.3851100314375535,0.0,0.7451312447078742,0.6863354037267086,0.6405750798721996,0.7028571428571411,0.6984973339796454,0.0,0.778959642308886,0.31074308128132433,0.5548601161300053,0.6919279641649145,0.7809759611801629,0.36294627153293596,0.531808225275562,0.7236842105263008,0.7234042553191671,0.5000000000002274,0.5,0.2579767947788252,0.2579765475865834
21,0.016574585635359115,0.016574585635359115,0.26003347825341777,0.1518497911694511,0.6917541229385309,0.2613702050914472,0.1518350418694267,0.5716516203935385,0.2613702050914472,0.1518350418694267,0.5789723483285185,0.2198882064729832,0.13817235954405507,0.7880165289256205,0.15690801578718205,0.7967359050445104,0.4446251629350221,0.15712979391923107,0.3789193556886648,0.3795171729413108,0.26052651985111663,0.15183105515267684,0.5799540933435348,0.3208374755836202,0.2613645321491447,0.151831695430002,0.5716814159292036,0.667319621286321,0.47146118721461194,0.7278911564625332,0.5,0.17989417989417955,0.18539079161962113,0.03651612903225754,0.7829341317365106,0.5,0.17987971569163452,0.8023715415019694,0.17872202400259463,0.2592169191197482,0.0,0.8742591024555466,0.8152173913043512,0.8146964856230028,0.8571428571428612,0.895298109549195,0.0,0.5319145366541118,0.17498365657005888,0.5257899102631778,0.6929944845659262,0.5289948080123877,0.1996043904503117,0.2931557554673133,0.6578947368421382,0.6595744680851112,0.40000000000009095,0.4285714285713311,0.2579767947788252,0.2579765475865834
22,0.017363851617995266,0.017363851617995266,0.23826690051931282,0.12156772076372319,0.5849075462268867,0.23968762283521,0.12155423264086161,0.44870588706287395,0.23968762283521,0.12155423264086161,0.4534667767230707,0.19864743633979712,0.11087936376183538,0.8132231404958663,0.11041710558965499,0.8009396636993067,0.4298716129702045,0.11062193882265961,0.35182420207627035,0.35251293129945294,0.23878851323407776,0.12155081416219221,0.45422997048857794,0.25504438660558615,0.23967995375358017,0.12155211504826066,0.44873860784572717,0.7734247469800852,0.5406392694063928,0.8197278911564467,0.5,0.12794612794612714,0.1556109647472086,0.03109677419354817,0.8532934131736454,0.5,0.1279387643521046,0.8474308300395279,0.12682452156989887,0.17304944269791367,0.0,0.9182895850973729,0.841614906832298,0.8434504792332262,0.8971428571428604,0.9331071255453267,0.0,0.38930785427274794,0.11876225757245518,0.4490234522283387,0.6936547114808381,0.3983256461002128,0.09932552650227117,0.17940518443031006,0.75,0.7446808510638334,0.40000000000009095,0.4285714285713311,0.1751269035533003,0.17507499318243802
23,0.018153117600631413,0.018153117600631413,0.1541313650100834,0.1049930389817025,0.3964017991004498,0.15537931512867348,0.10497888002371367,0.23452168865224077,0.15537931512867348,0.10497888002371367,0.23679323153115983,0.1556552342833483,0.10434035653273366,0.8570247933884279,0.06660392994086829,0.8607814045499502,0.5175508414945035,0.06684225117826446,0.40987897205290796,0.41069280150345566,0.15459574028122416,0.10497414420559642,0.23715706634604872,0.16069100228302519,0.15537877394434665,0.10497696519820598,0.23452648263109244,0.9180541952334309,0.6417808219178078,0.9387755102040387,0.5,0.035594035594034956,0.10616610212018573,0.03561290322580568,0.9610778443113759,0.5,0.03553854565336234,0.9335968379446626,0.03470645475186496,0.05444412689339817,0.0,0.9614733276883989,0.8959627329192585,0.8194888178913686,0.9371428571428595,0.9801260300533201,0.0,0.24426846966252547,0.021573327522336427,0.3712012668727849,0.6943149383957501,0.24720319965552362,0.05369787869673165,0.13075868854763328,0.868421052631561,0.8723404255318883,0.5000000000002274,0.5,0.09726250906453959,0.09721843468775582
